Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),DEPTH
LINK_USDT,CHECKED,03:22:39,,CHECKED,10:15:13,,CHECKED,15:38:56,,$26.0K / $27.5K
LSK_USDT,CHECKED,03:22:39,,CHECKED,10:15:13,,WARNING,15:38:56,A2:HIGH,$10.1K / $10.1K
LTC_USDT,CHECKED,03:22:39,,CHECKED,10:15:13,,CHECKED,15:38:56,,$49.7K / $49.7K
NEAR_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,03:22:39,,CHECKED,10:15:13,,CHECKED,15:38:56,,$29.8K / $35.8K
POL_USDT,WARNING,03:22:39,A3:CRITICAL|A2:HIGH|A2:HIGH,CHECKED,10:15:13,,CHECKED,15:38:56,,$137.0K / $137.0K
RENDER_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,WARNING,03:22:39,A3:CRITICAL|A2:HIGH|A2:HIGH,CHECKED,10:15:13,,CHECKED,15:38:56,,$48.9K / $48.9K
SLP_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SOL_USDT,CHECKED,03:22:39,,CHECKED,10:15:13,,CHECKED,15:38:56,,$97.2K / $124.5K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SUI_USDT,WARNING,03:22:39,A3:CRITICAL|A2:HIGH|A2:HIGH,CHECKED,10:15:13,A4:MEDIUM,CHECKED,15:38:56,,$6.1K / $6.9K
TON_USDT,CHECKED,03:22:39,A4:MEDIUM,CHECKED,10:15:13,,CHECKED,15:38:56,A4:MEDIUM,$3.9K / $6.7K
TRX_USDT,CHECKED,03:22:39,,CHECKED,10:15:13,,CHECKED,15:38:56,,$733.0K / $733.0K
USDC_USDT,CHECKED,03:22:39,,CHECKED,10:15:13,,CHECKED,15:38:56,,$966.3K / $1.48M
WIF_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,
XLM_USDT,CHECKED,03:22:39,,CHECKED,10:15:13,,CHECKED,15:38:56,,$104.4K / $104.4K
XRP_USDT,CHECKED,03:22:39,,CHECKED,10:15:13,,CHECKED,15:38:56,,$97.9K / $97.9K
XYO_USDT,CHECKED,03:22:39,A4:MEDIUM,CHECKED,10:15:13,A4:MEDIUM,CHECKED,15:38:56,A4:MEDIUM,$1.5K / $2.0K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,03:22:39,,CHECKED,10:15:13,,CHECKED,15:38:56,,$2532.64M / $2532.64M
USDT_NGN,CHECKED,03:22:39,A2:HIGH,CHECKED,10:15:13,A2:HIGH,CHECKED,15:38:56,A2:HIGH,$2806.05M / $2806.05M
ETH_NGN,CHECKED,03:22:39,,CHECKED,10:15:13,,CHECKED,15:38:56,,$2955.00M / $2955.00M
TRX_NGN,WARNING,03:22:39,A3:CRITICAL|A2:HIGH|A2:HIGH,CHECKED,10:15:13,,CHECKED,15:38:56,,$493.22M / $493.22M
XRP_NGN,CHECKED,03:22:39,,CHECKED,10:15:13,,CHECKED,15:38:56,,$239.21M / $239.21M
DASH_NGN,CHECKED,03:22:39,,CHECKED,10:15:13,,CHECKED,15:38:56,,$35.33M / $35.33M
LTC_NGN,CHECKED,03:22:39,,CHECKED,10:15:13,,CHECKED,15:38:56,,$265.20M / $265.20M
SOL_NGN,CHECKED,03:22:39,,CHECKED,10:15:13,,CHECKED,15:38:56,,$310.20M / $310.20M
USDC_NGN,CHECKED,03:22:39,A2:HIGH,CHECKED,10:15:13,A2:HIGH,CHECKED,15:38:56,,$5225.85M / $5225.85M
USDT_GHS,CHECKED,03:22:39,,CHECKED,10:15:13,,CHECKED,15:38:56,,$3.73M / $4.79M
