Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),ISSUES (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),ISSUES (CHECK 7),STATUS (CHECK 8),TIME (CHECK 8),ISSUES (CHECK 8),DEPTH
DOT_USDT,CHECKED,00:01:47,,CHECKED,00:53:33,,CHECKED,03:07:24,,CHECKED,04:33:46,,CHECKED,06:04:39,,CHECKED,06:58:58,,CHECKED,08:17:19,,CHECKED,09:09:44,,$6.1K / $7.0K
DOGE_USDT,CHECKED,00:01:47,,CHECKED,00:53:33,,CHECKED,03:07:24,,CHECKED,04:33:46,,CHECKED,06:04:39,,CHECKED,06:58:58,,CHECKED,08:17:19,,CHECKED,09:09:44,,$16.8K / $26.0K
ETH_USDT,CHECKED,00:01:47,,CHECKED,00:53:33,,CHECKED,03:07:24,,CHECKED,04:33:46,,CHECKED,06:04:39,,CHECKED,06:58:58,,CHECKED,08:17:19,,CHECKED,09:09:44,,$181.8K / $181.8K
FARTCOIN_USDT,CHECKED,00:01:47,,CHECKED,00:53:33,,CHECKED,03:07:24,,CHECKED,04:33:46,,CHECKED,06:04:39,,CHECKED,06:58:58,,CHECKED,08:17:19,,CHECKED,09:09:44,,$20.0K / $21.2K
FLOKI_USDT,CHECKED,00:01:47,,CHECKED,00:53:33,,CHECKED,03:07:24,A4:MEDIUM,CHECKED,04:33:46,,CHECKED,06:04:39,,CHECKED,06:58:58,,CHECKED,08:17:19,,CHECKED,09:09:44,,$7.4K / $9.6K
HYPE_USDT,CHECKED,00:01:47,A2:HIGH,WARNING,00:53:33,A2:HIGH,WARNING,03:07:24,A2:HIGH,CHECKED,04:33:46,A2:HIGH,CHECKED,06:04:39,A2:HIGH,CHECKED,06:58:58,A2:HIGH,WARNING,08:17:19,A2:HIGH,CHECKED,09:09:44,A2:HIGH,$44.2K / $52.8K
LINK_USDT,CHECKED,00:01:47,,CHECKED,00:53:33,,CHECKED,03:07:24,,CHECKED,04:33:46,,CHECKED,06:04:39,,CHECKED,06:58:58,,CHECKED,08:17:19,,CHECKED,09:09:44,,$52.4K / $52.4K
LSK_USDT,CHECKED,00:01:47,,CHECKED,00:53:33,,CHECKED,03:07:24,A4:MEDIUM,CHECKED,04:33:46,A4:MEDIUM,CHECKED,06:04:39,,WARNING,06:58:58,A2:HIGH,CHECKED,08:17:19,,CHECKED,09:09:44,,$9.2K / $12.9K
LTC_USDT,CHECKED,00:01:47,,CHECKED,00:53:33,,CHECKED,03:07:24,,CHECKED,04:33:46,,CHECKED,06:04:39,,CHECKED,06:58:58,,CHECKED,08:17:19,,CHECKED,09:09:44,,$96.8K / $96.8K
NEAR_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,00:01:47,,CHECKED,00:53:33,,CHECKED,03:07:24,,CHECKED,04:33:46,,CHECKED,06:04:39,,CHECKED,06:58:58,,CHECKED,08:17:19,,CHECKED,09:09:44,,$28.5K / $35.0K
POL_USDT,CHECKED,00:01:47,,CHECKED,00:53:33,,CHECKED,03:07:24,,CHECKED,04:33:46,,CHECKED,06:04:39,,CHECKED,06:58:58,,CHECKED,08:17:19,,CHECKED,09:09:44,,$172.7K / $172.7K
RENDER_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,00:01:47,,CHECKED,00:53:33,,CHECKED,03:07:24,,CHECKED,04:33:46,,CHECKED,06:04:39,,CHECKED,06:58:58,,CHECKED,08:17:19,,CHECKED,09:09:44,,$19.8K / $19.8K
SLP_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SOL_USDT,CHECKED,00:01:47,,CHECKED,00:53:33,,CHECKED,03:07:24,,CHECKED,04:33:46,,CHECKED,06:04:39,,CHECKED,06:58:58,,CHECKED,08:17:19,,CHECKED,09:09:44,,$59.5K / $82.9K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,00:01:47,,CHECKED,00:53:33,A4:MEDIUM,CHECKED,03:07:24,A4:MEDIUM,CHECKED,04:33:46,,CHECKED,06:04:39,A4:MEDIUM,CHECKED,06:58:58,,CHECKED,08:17:19,A4:MEDIUM,CHECKED,09:09:44,,$5.4K / $6.4K
TON_USDT,CHECKED,00:01:47,A4:MEDIUM,CHECKED,00:53:33,A4:MEDIUM,CHECKED,03:07:24,,CHECKED,04:33:46,,CHECKED,06:04:39,A4:MEDIUM,CHECKED,06:58:58,A4:MEDIUM,CHECKED,08:17:19,,CHECKED,09:09:44,A4:MEDIUM,$4.5K / $5.7K
TRX_USDT,CHECKED,00:01:47,,CHECKED,00:53:33,,CHECKED,03:07:24,,CHECKED,04:33:46,,CHECKED,06:04:39,,CHECKED,06:58:58,,CHECKED,08:17:19,,CHECKED,09:09:44,,$522.1K / $522.1K
USDC_USDT,CHECKED,00:01:47,,CHECKED,00:53:33,,CHECKED,03:07:24,,CHECKED,04:33:46,,CHECKED,06:04:39,,CHECKED,06:58:58,,CHECKED,08:17:19,,CHECKED,09:09:44,,$591.2K / $817.3K
WIF_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
XLM_USDT,CHECKED,00:01:47,,CHECKED,00:53:33,,CHECKED,03:07:24,,CHECKED,04:33:46,,CHECKED,06:04:39,,CHECKED,06:58:58,,CHECKED,08:17:19,,CHECKED,09:09:44,,$62.9K / $62.9K
XRP_USDT,CHECKED,00:01:47,,CHECKED,00:53:33,,CHECKED,03:07:24,,CHECKED,04:33:46,,CHECKED,06:04:39,,CHECKED,06:58:58,,CHECKED,08:17:19,,CHECKED,09:09:44,,$137.4K / $137.4K
XYO_USDT,CHECKED,00:01:47,A4:MEDIUM,CHECKED,00:53:33,A4:MEDIUM,CHECKED,03:07:24,A4:MEDIUM,CHECKED,04:33:46,A4:MEDIUM,CHECKED,06:04:39,A4:MEDIUM,CHECKED,06:58:58,A4:MEDIUM,CHECKED,08:17:19,A4:MEDIUM,CHECKED,09:09:44,A4:MEDIUM,$1.5K / $1.7K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,00:01:47,,CHECKED,00:53:33,,CHECKED,03:07:24,,CHECKED,04:33:46,,CHECKED,06:04:39,,CHECKED,06:58:58,,CHECKED,08:17:19,,CHECKED,09:09:44,,$2474.73M / $2474.73M
USDT_NGN,CHECKED,00:01:47,A2:HIGH,CHECKED,00:53:33,,CHECKED,03:07:24,,CHECKED,04:33:46,,CHECKED,06:04:39,,CHECKED,06:58:58,A2:HIGH,CHECKED,08:17:19,A2:HIGH,CHECKED,09:09:44,A2:HIGH,$5726.63M / $5726.63M
ETH_NGN,CHECKED,00:01:47,,CHECKED,00:53:33,,CHECKED,03:07:24,,CHECKED,04:33:46,,CHECKED,06:04:39,,CHECKED,06:58:58,,CHECKED,08:17:19,,CHECKED,09:09:44,,$2891.75M / $2891.75M
TRX_NGN,CHECKED,00:01:47,,CHECKED,00:53:33,,CHECKED,03:07:24,,CHECKED,04:33:46,,CHECKED,06:04:39,,CHECKED,06:58:58,,CHECKED,08:17:19,,CHECKED,09:09:44,,$491.68M / $491.68M
XRP_NGN,CHECKED,00:01:47,,CHECKED,00:53:33,,CHECKED,03:07:24,,CHECKED,04:33:46,,CHECKED,06:04:39,,CHECKED,06:58:58,,CHECKED,08:17:19,,CHECKED,09:09:44,,$116.15M / $116.15M
DASH_NGN,CHECKED,00:01:47,,CHECKED,00:53:33,,CHECKED,03:07:24,,CHECKED,04:33:46,,CHECKED,06:04:39,,CHECKED,06:58:58,,CHECKED,08:17:19,,CHECKED,09:09:44,,$25.39M / $25.39M
LTC_NGN,CHECKED,00:01:47,,CHECKED,00:53:33,,CHECKED,03:07:24,,CHECKED,04:33:46,,CHECKED,06:04:39,,CHECKED,06:58:58,,CHECKED,08:17:19,,CHECKED,09:09:44,,$277.92M / $277.92M
SOL_NGN,CHECKED,00:01:47,,CHECKED,00:53:33,A2:HIGH,CHECKED,03:07:24,,CHECKED,04:33:46,,CHECKED,06:04:39,,CHECKED,06:58:58,,CHECKED,08:17:19,,CHECKED,09:09:44,,$159.27M / $159.27M
USDC_NGN,CHECKED,00:01:47,,CHECKED,00:53:33,,CHECKED,03:07:24,,CHECKED,04:33:46,,CHECKED,06:04:39,,CHECKED,06:58:58,A2:HIGH,CHECKED,08:17:19,,CHECKED,09:09:44,,$3560.45M / $3560.45M
USDT_GHS,CHECKED,00:01:47,,CHECKED,00:53:33,,CHECKED,03:07:24,,CHECKED,04:33:46,,CHECKED,06:04:39,,CHECKED,06:58:58,,CHECKED,08:17:19,,CHECKED,09:09:44,,$4.51M / $5.66M
