Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),DEPTH
DOGE_USDT,CHECKED,01:19:35,,SKIPPED,,,CHECKED,08:59:47,,WARNING,09:40:52,A2:HIGH,SKIPPED,,,$22.5K / $22.5K
ETH_USDT,CHECKED,01:19:35,,CHECKED,05:48:34,,CHECKED,08:59:47,,CHECKED,09:40:52,,CHECKED,12:13:56,,$74.7K / $98.8K
FARTCOIN_USDT,CHECKED,01:19:35,,CHECKED,05:48:34,,CHECKED,08:59:47,,CHECKED,09:40:52,,SKIPPED,,,$16.2K / $20.1K
FLOKI_USDT,CHECKED,01:19:35,,CHECKED,05:48:34,,CHECKED,08:59:47,,WARNING,09:40:52,A2:HIGH,WARNING,12:13:56,A2:HIGH,$17.4K / $17.4K
HYPE_USDT,CHECKED,01:19:35,A2:HIGH|A4:MEDIUM,WARNING,05:48:34,A2:HIGH|A4:MEDIUM,WARNING,08:59:47,A2:HIGH|A4:MEDIUM,SKIPPED,,,WARNING,12:13:56,A2:HIGH|A4:MEDIUM,$1.2K / $1.9K
LINK_USDT,CHECKED,01:19:35,,CHECKED,05:48:34,,CHECKED,08:59:47,,WARNING,09:40:52,A2:HIGH,SKIPPED,,,$6.1K / $6.1K
LSK_USDT,CHECKED,01:19:35,,CHECKED,05:48:34,,CHECKED,08:59:47,,CHECKED,09:40:52,,CHECKED,12:13:56,,$5.5K / $7.5K
LTC_USDT,CHECKED,01:19:35,,CHECKED,05:48:34,,CHECKED,08:59:47,,CHECKED,09:40:52,,CHECKED,12:13:56,,$50.6K / $50.6K
NEAR_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,01:19:35,,SKIPPED,,,CHECKED,08:59:47,,CHECKED,09:40:52,,WARNING,12:13:56,A2:HIGH|A2:HIGH,$18.6K / $18.6K
POL_USDT,CHECKED,01:19:35,,CHECKED,05:48:34,,CHECKED,08:59:47,,CHECKED,09:40:52,,CHECKED,12:13:56,,$85.0K / $99.0K
RENDER_USDT,CHECKED,01:19:35,,SKIPPED,,,CHECKED,08:59:47,,WARNING,09:40:52,A2:HIGH,CHECKED,12:13:56,,$7.3K / $7.8K
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,SKIPPED,,,CHECKED,05:48:34,,CHECKED,08:59:47,,CHECKED,09:40:52,,CHECKED,12:13:56,,$29.5K / $29.5K
SLP_USDT,CHECKED,01:19:35,A4:MEDIUM,CHECKED,05:48:34,A4:MEDIUM,CHECKED,08:59:47,A4:MEDIUM,WARNING,09:40:52,A2:HIGH|A4:MEDIUM,CHECKED,12:13:56,A4:MEDIUM,$4.1K / $4.6K
SOL_USDT,SKIPPED,,,WARNING,05:48:34,A2:HIGH,CHECKED,08:59:47,,CHECKED,09:40:52,,CHECKED,12:13:56,,$17.7K / $23.3K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,01:19:35,,CHECKED,05:48:34,,CHECKED,08:59:47,A4:MEDIUM,CHECKED,09:40:52,A4:MEDIUM,CHECKED,12:13:56,A4:MEDIUM,$2.7K / $3.3K
TON_USDT,SKIPPED,,,CHECKED,05:48:34,A4:MEDIUM,SKIPPED,,,WARNING,09:40:52,A2:HIGH|A2:HIGH,CHECKED,12:13:56,A4:MEDIUM,$3.8K / $4.7K
TRX_USDT,CHECKED,01:19:35,,CHECKED,05:48:34,,CHECKED,08:59:47,,CHECKED,09:40:52,,SKIPPED,,,$380.1K / $380.1K
USDC_USDT,CHECKED,01:19:35,,CHECKED,05:48:34,,CHECKED,08:59:47,,CHECKED,09:40:52,,CHECKED,12:13:56,,$754.2K / $1.10M
WIF_USDT,CHECKED,01:19:35,,CHECKED,05:48:34,A4:MEDIUM,CHECKED,08:59:47,,SKIPPED,,,CHECKED,12:13:56,,$5.9K / $5.9K
XLM_USDT,CHECKED,01:19:35,,CHECKED,05:48:34,,CHECKED,08:59:47,,CHECKED,09:40:52,,SKIPPED,,,$60.3K / $60.3K
XRP_USDT,CHECKED,01:19:35,,SKIPPED,,,CHECKED,08:59:47,,CHECKED,09:40:52,,CHECKED,12:13:56,,$44.3K / $44.3K
XYO_USDT,CHECKED,01:19:35,A4:MEDIUM,SKIPPED,,,CHECKED,08:59:47,A4:MEDIUM,SKIPPED,,,CHECKED,12:13:56,A4:MEDIUM,$1.8K / $2.2K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,01:19:35,,SKIPPED,,,CHECKED,08:59:47,,SKIPPED,,,SKIPPED,,,$2195.41M / $2195.41M
USDT_NGN,CHECKED,01:19:35,A2:HIGH,CHECKED,05:48:34,A2:HIGH,CHECKED,08:59:47,A2:HIGH,CHECKED,09:40:52,A2:HIGH,CHECKED,12:13:56,A2:HIGH,$115.28M / $409.27M
ETH_NGN,CHECKED,01:19:35,,CHECKED,05:48:34,,CHECKED,08:59:47,,CHECKED,09:40:52,,CHECKED,12:13:56,,$1051.18M / $1051.18M
TRX_NGN,CHECKED,01:19:35,,CHECKED,05:48:34,,CHECKED,08:59:47,,CHECKED,09:40:52,,CHECKED,12:13:56,,$976.42M / $976.42M
XRP_NGN,CHECKED,01:19:35,,CHECKED,05:48:34,,CHECKED,08:59:47,,CHECKED,09:40:52,,CHECKED,12:13:56,,$90.36M / $90.36M
DASH_NGN,CHECKED,01:19:35,,CHECKED,05:48:34,,CHECKED,08:59:47,,CHECKED,09:40:52,,CHECKED,12:13:56,,$37.29M / $37.29M
LTC_NGN,CHECKED,01:19:35,,CHECKED,05:48:34,,CHECKED,08:59:47,,CHECKED,09:40:52,,CHECKED,12:13:56,,$109.70M / $109.70M
SOL_NGN,CHECKED,01:19:35,,CHECKED,05:48:34,,CHECKED,08:59:47,,CHECKED,09:40:52,,SKIPPED,,,$105.28M / $105.28M
USDC_NGN,CHECKED,01:19:35,,SKIPPED,,,CHECKED,08:59:47,,CHECKED,09:40:52,,CHECKED,12:13:56,,$3505.00M / $3505.00M
USDT_GHS,CHECKED,01:19:35,,SKIPPED,,,CHECKED,08:59:47,,CHECKED,09:40:52,,CHECKED,12:13:56,,$1.75M / $2.41M
