Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),ISSUES (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),ISSUES (CHECK 7),STATUS (CHECK 8),TIME (CHECK 8),ISSUES (CHECK 8),STATUS (CHECK 9),TIME (CHECK 9),ISSUES (CHECK 9),STATUS (CHECK 10),TIME (CHECK 10),ISSUES (CHECK 10),DEPTH
DASH_USDT,CHECKED,00:22:17,,CHECKED,01:20:19,,CHECKED,04:55:02,,CHECKED,07:46:07,,CHECKED,10:46:21,,CHECKED,13:04:07,,CHECKED,15:48:43,,CHECKED,17:57:50,,CHECKED,19:55:48,,CHECKED,21:44:18,,$16.5K / $16.5K
DOT_USDT,CHECKED,00:22:17,,CHECKED,01:20:19,,CHECKED,04:55:02,,CHECKED,07:46:07,,CHECKED,10:46:21,,CHECKED,13:04:07,,CHECKED,15:48:43,,CHECKED,17:57:50,A2:HIGH|A4:MEDIUM,CHECKED,19:55:48,,CHECKED,21:44:18,,$11.6K / $14.7K
DOGE_USDT,CHECKED,00:22:17,,CHECKED,01:20:19,,CHECKED,04:55:02,,CHECKED,07:46:07,,CHECKED,10:46:21,,CHECKED,13:04:07,,CHECKED,15:48:43,A2:HIGH,CHECKED,17:57:50,,CHECKED,19:55:48,,CHECKED,21:44:18,,$10.3K / $12.6K
ETH_USDT,CHECKED,00:22:17,,CHECKED,01:20:19,,CHECKED,04:55:02,,CHECKED,07:46:07,,CHECKED,10:46:21,,WARNING,13:04:07,A3:CRITICAL|A2:HIGH,CHECKED,15:48:43,,CHECKED,17:57:50,,CHECKED,19:55:48,,CHECKED,21:44:18,,$106.5K / $113.1K
FARTCOIN_USDT,CHECKED,00:22:17,,CHECKED,01:20:19,,CHECKED,04:55:02,,CHECKED,07:46:07,,CHECKED,10:46:21,,CHECKED,13:04:07,,WARNING,15:48:43,A2:HIGH,WARNING,17:57:50,A2:HIGH|A2:HIGH,CHECKED,19:55:48,,CHECKED,21:44:18,,$15.0K / $16.7K
FLOKI_USDT,CHECKED,00:22:17,,CHECKED,01:20:19,,CHECKED,04:55:02,,CHECKED,07:46:07,,CHECKED,10:46:21,,CHECKED,13:04:07,,CHECKED,15:48:43,,CHECKED,17:57:50,,CHECKED,19:55:48,,CHECKED,21:44:18,,$11.2K / $13.7K
HYPE_USDT,WARNING,00:22:17,A2:HIGH|A4:MEDIUM,WARNING,01:20:19,A2:HIGH|A4:MEDIUM,WARNING,04:55:02,A2:HIGH|A4:MEDIUM,CHECKED,07:46:07,A2:HIGH|A4:MEDIUM,WARNING,10:46:21,A2:HIGH|A4:MEDIUM,CHECKED,13:04:07,A2:HIGH|A4:MEDIUM,CHECKED,15:48:43,A4:MEDIUM,CHECKED,17:57:50,A2:HIGH|A4:MEDIUM,WARNING,19:55:48,A2:HIGH|A4:MEDIUM,WARNING,21:44:18,A2:HIGH|A4:MEDIUM,$820 / $1.2K
LINK_USDT,CHECKED,00:22:17,,CHECKED,01:20:19,,CHECKED,04:55:02,,CHECKED,07:46:07,,CHECKED,10:46:21,,CHECKED,13:04:07,,CHECKED,15:48:43,,CHECKED,17:57:50,,CHECKED,19:55:48,,CHECKED,21:44:18,,$17.5K / $25.6K
LSK_USDT,CHECKED,00:22:17,,WARNING,01:20:19,A2:HIGH|A2:HIGH|A4:MEDIUM,CHECKED,04:55:02,,CHECKED,07:46:07,,CHECKED,10:46:21,,CHECKED,13:04:07,,WARNING,15:48:43,A2:HIGH,WARNING,17:57:50,A2:HIGH,CHECKED,19:55:48,,CHECKED,21:44:18,,$5.3K / $8.3K
LTC_USDT,CHECKED,00:22:17,,CHECKED,01:20:19,,CHECKED,04:55:02,,CHECKED,07:46:07,,CHECKED,10:46:21,,CHECKED,13:04:07,,CHECKED,15:48:43,,CHECKED,17:57:50,,CHECKED,19:55:48,,CHECKED,21:44:18,,$40.3K / $40.3K
NEAR_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,00:22:17,,CHECKED,01:20:19,,CHECKED,04:55:02,,CHECKED,07:46:07,,CHECKED,10:46:21,,CHECKED,13:04:07,,CHECKED,15:48:43,,CHECKED,17:57:50,,CHECKED,19:55:48,,CHECKED,21:44:18,,$12.9K / $16.3K
POL_USDT,CHECKED,00:22:17,,CHECKED,01:20:19,,CHECKED,04:55:02,,CHECKED,07:46:07,,CHECKED,10:46:21,,CHECKED,13:04:07,,CHECKED,15:48:43,,CHECKED,17:57:50,,CHECKED,19:55:48,,CHECKED,21:44:18,,$105.0K / $132.3K
RENDER_USDT,CHECKED,00:22:17,,CHECKED,01:20:19,,CHECKED,04:55:02,A4:MEDIUM,CHECKED,07:46:07,,CHECKED,10:46:21,,CHECKED,13:04:07,,CHECKED,15:48:43,A4:MEDIUM,CHECKED,17:57:50,,CHECKED,19:55:48,,CHECKED,21:44:18,,$5.5K / $6.1K
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,00:22:17,,CHECKED,01:20:19,,CHECKED,04:55:02,,CHECKED,07:46:07,,CHECKED,10:46:21,,CHECKED,13:04:07,,CHECKED,15:48:43,,CHECKED,17:57:50,,CHECKED,19:55:48,,CHECKED,21:44:18,,$42.7K / $42.7K
SLP_USDT,CHECKED,00:22:17,A4:MEDIUM,WARNING,01:20:19,A2:HIGH|A2:HIGH|A4:MEDIUM,CHECKED,04:55:02,A4:MEDIUM,CHECKED,07:46:07,A4:MEDIUM,CHECKED,10:46:21,A4:MEDIUM,CHECKED,13:04:07,A4:MEDIUM,CHECKED,15:48:43,,CHECKED,17:57:50,A4:MEDIUM,CHECKED,19:55:48,,CHECKED,21:44:18,A4:MEDIUM,$4.3K / $4.8K
SOL_USDT,CHECKED,00:22:17,,WARNING,01:20:19,A2:HIGH,CHECKED,04:55:02,,CHECKED,07:46:07,,CHECKED,10:46:21,,CHECKED,13:04:07,,WARNING,15:48:43,A2:HIGH,CHECKED,17:57:50,,CHECKED,19:55:48,,CHECKED,21:44:18,,$37.3K / $48.1K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,00:22:17,A4:MEDIUM,CHECKED,01:20:19,A4:MEDIUM,WARNING,04:55:02,A2:HIGH|A4:MEDIUM,CHECKED,07:46:07,A4:MEDIUM,CHECKED,10:46:21,A4:MEDIUM,WARNING,13:04:07,A2:HIGH|A4:MEDIUM,CHECKED,15:48:43,A4:MEDIUM,CHECKED,17:57:50,A4:MEDIUM,CHECKED,19:55:48,A4:MEDIUM,CHECKED,21:44:18,A4:MEDIUM,$3.6K / $4.1K
TON_USDT,CHECKED,00:22:17,A4:MEDIUM,CHECKED,01:20:19,A4:MEDIUM,CHECKED,04:55:02,A4:MEDIUM,CHECKED,07:46:07,A4:MEDIUM,CHECKED,10:46:21,,CHECKED,13:04:07,A4:MEDIUM,CHECKED,15:48:43,,WARNING,17:57:50,A2:HIGH|A2:HIGH|A4:MEDIUM,CHECKED,19:55:48,A4:MEDIUM,CHECKED,21:44:18,A4:MEDIUM,$4.8K / $5.4K
TRX_USDT,CHECKED,00:22:17,A2:HIGH,CHECKED,01:20:19,,CHECKED,04:55:02,,CHECKED,07:46:07,,CHECKED,10:46:21,,CHECKED,13:04:07,,CHECKED,15:48:43,,CHECKED,17:57:50,,CHECKED,19:55:48,,CHECKED,21:44:18,,$366.5K / $366.5K
USDC_USDT,CHECKED,00:22:17,,CHECKED,01:20:19,,CHECKED,04:55:02,,CHECKED,07:46:07,,CHECKED,10:46:21,A2:HIGH,CHECKED,13:04:07,,CHECKED,15:48:43,A2:HIGH,CHECKED,17:57:50,,CHECKED,19:55:48,,CHECKED,21:44:18,,$352.2K / $493.9K
WIF_USDT,CHECKED,00:22:17,A4:MEDIUM,CHECKED,01:20:19,A4:MEDIUM,CHECKED,04:55:02,A4:MEDIUM,CHECKED,07:46:07,,CHECKED,10:46:21,A4:MEDIUM,CHECKED,13:04:07,A4:MEDIUM,CHECKED,15:48:43,A4:MEDIUM,CHECKED,17:57:50,A4:MEDIUM,CHECKED,19:55:48,,CHECKED,21:44:18,A4:MEDIUM,$3.9K / $4.3K
XLM_USDT,CHECKED,00:22:17,,CHECKED,01:20:19,,CHECKED,04:55:02,,CHECKED,07:46:07,,CHECKED,10:46:21,,CHECKED,13:04:07,A2:HIGH,CHECKED,15:48:43,,CHECKED,17:57:50,,CHECKED,19:55:48,,CHECKED,21:44:18,,$67.6K / $67.6K
XRP_USDT,CHECKED,00:22:17,,CHECKED,01:20:19,,CHECKED,04:55:02,,CHECKED,07:46:07,,CHECKED,10:46:21,,CHECKED,13:04:07,,CHECKED,15:48:43,,CHECKED,17:57:50,,CHECKED,19:55:48,,CHECKED,21:44:18,,$47.1K / $47.1K
XYO_USDT,CHECKED,00:22:17,A4:MEDIUM,CHECKED,01:20:19,A4:MEDIUM,CHECKED,04:55:02,A4:MEDIUM,CHECKED,07:46:07,A4:MEDIUM,CHECKED,10:46:21,A4:MEDIUM,CHECKED,13:04:07,A4:MEDIUM,CHECKED,15:48:43,A4:MEDIUM,CHECKED,17:57:50,A4:MEDIUM,CHECKED,19:55:48,A4:MEDIUM,CHECKED,21:44:18,A4:MEDIUM,$805 / $1.0K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,00:22:17,,CHECKED,01:20:19,,CHECKED,04:55:02,,CHECKED,07:46:07,,CHECKED,10:46:21,,CHECKED,13:04:07,,CHECKED,15:48:43,,CHECKED,17:57:50,,CHECKED,19:55:48,,CHECKED,21:44:18,,$2149.96M / $2149.96M
USDT_NGN,CHECKED,00:22:17,A2:HIGH,CHECKED,01:20:19,A2:HIGH,CHECKED,04:55:02,A2:HIGH,CHECKED,07:46:07,A2:HIGH,CHECKED,10:46:21,A2:HIGH,CHECKED,13:04:07,A2:HIGH,CHECKED,15:48:43,A2:HIGH,CHECKED,17:57:50,A2:HIGH,CHECKED,19:55:48,,CHECKED,21:44:18,A2:HIGH,$611.70M / $1048.33M
ETH_NGN,CHECKED,00:22:17,,CHECKED,01:20:19,,CHECKED,04:55:02,,CHECKED,07:46:07,,CHECKED,10:46:21,,CHECKED,13:04:07,,CHECKED,15:48:43,,CHECKED,17:57:50,,CHECKED,19:55:48,,CHECKED,21:44:18,,$1163.93M / $1163.93M
TRX_NGN,CHECKED,00:22:17,,CHECKED,01:20:19,,CHECKED,04:55:02,,CHECKED,07:46:07,,CHECKED,10:46:21,,CHECKED,13:04:07,,CHECKED,15:48:43,,CHECKED,17:57:50,,CHECKED,19:55:48,,CHECKED,21:44:18,,$256.82M / $471.32M
XRP_NGN,CHECKED,00:22:17,,CHECKED,01:20:19,,CHECKED,04:55:02,,CHECKED,07:46:07,,CHECKED,10:46:21,,CHECKED,13:04:07,,CHECKED,15:48:43,,CHECKED,17:57:50,,CHECKED,19:55:48,,CHECKED,21:44:18,,$91.52M / $91.52M
DASH_NGN,CHECKED,00:22:17,,CHECKED,01:20:19,,CHECKED,04:55:02,,CHECKED,07:46:07,,CHECKED,10:46:21,,CHECKED,13:04:07,,CHECKED,15:48:43,,CHECKED,17:57:50,,CHECKED,19:55:48,,CHECKED,21:44:18,,$42.13M / $42.13M
LTC_NGN,CHECKED,00:22:17,,CHECKED,01:20:19,,CHECKED,04:55:02,,CHECKED,07:46:07,,CHECKED,10:46:21,,CHECKED,13:04:07,,CHECKED,15:48:43,,CHECKED,17:57:50,,CHECKED,19:55:48,,CHECKED,21:44:18,,$249.14M / $249.14M
SOL_NGN,CHECKED,00:22:17,,CHECKED,01:20:19,,CHECKED,04:55:02,,SKIPPED,,,CHECKED,10:46:21,,CHECKED,13:04:07,,CHECKED,15:48:43,,CHECKED,17:57:50,,CHECKED,19:55:48,,CHECKED,21:44:18,,$99.97M / $99.97M
USDC_NGN,CHECKED,00:22:17,,CHECKED,01:20:19,A2:HIGH,CHECKED,04:55:02,A2:HIGH,CHECKED,07:46:07,A2:HIGH,CHECKED,10:46:21,A2:HIGH,CHECKED,13:04:07,A2:HIGH,CHECKED,15:48:43,A2:HIGH,CHECKED,17:57:50,A2:HIGH,CHECKED,19:55:48,A2:HIGH,CHECKED,21:44:18,A2:HIGH,$2736.77M / $2736.77M
USDT_GHS,CHECKED,00:22:17,,CHECKED,01:20:19,,CHECKED,04:55:02,,CHECKED,07:46:07,,CHECKED,10:46:21,,CHECKED,13:04:07,,CHECKED,15:48:43,,CHECKED,17:57:50,,CHECKED,19:55:48,,CHECKED,21:44:18,,$4.42M / $5.23M
