Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),ISSUES (CHECK 6),DEPTH
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,02:48:29,,CHECKED,08:49:59,,SKIPPED,,,CHECKED,15:05:38,,CHECKED,17:48:32,,CHECKED,19:36:25,,$10.6K / $18.5K
POL_USDT,CHECKED,02:48:29,,CHECKED,08:49:59,,CHECKED,08:57:30,,CHECKED,15:05:38,,CHECKED,17:48:32,,CHECKED,19:36:25,,$10.0K / $10.0K
RENDER_USDT,CHECKED,02:48:29,,CHECKED,08:49:59,,CHECKED,08:57:30,,SKIPPED,,,WARNING,17:48:32,A3:CRITICAL|A2:HIGH|A2:HIGH,SKIPPED,,,$0 / $0
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,02:48:29,,CHECKED,08:49:59,,CHECKED,08:57:30,,WARNING,15:05:38,A3:CRITICAL|A2:HIGH,CHECKED,17:48:32,,CHECKED,19:36:25,,$10.0K / $10.0K
SLP_USDT,CHECKED,02:48:29,,CHECKED,08:49:59,,SKIPPED,,,SKIPPED,,,CHECKED,17:48:32,A4:MEDIUM,CHECKED,19:36:25,,$7.1K / $7.8K
SOL_USDT,CHECKED,02:48:29,,CHECKED,08:49:59,,SKIPPED,,,SKIPPED,,,CHECKED,17:48:32,,CHECKED,19:36:25,,$34.7K / $41.5K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,02:48:29,A4:MEDIUM,CHECKED,08:49:59,,CHECKED,08:57:30,,CHECKED,15:05:38,A4:MEDIUM,CHECKED,17:48:32,A4:MEDIUM,CHECKED,19:36:25,,$5.8K / $6.4K
TON_USDT,CHECKED,02:48:29,A2:HIGH|A4:MEDIUM,CHECKED,08:49:59,,CHECKED,08:57:30,A4:MEDIUM,CHECKED,15:05:38,A4:MEDIUM,CHECKED,17:48:32,A4:MEDIUM,CHECKED,19:36:25,A4:MEDIUM,$4.2K / $5.2K
TRX_USDT,CHECKED,02:48:29,,SKIPPED,,,CHECKED,08:57:30,,SKIPPED,,,CHECKED,17:48:32,,CHECKED,19:36:25,,$364.7K / $364.7K
USDC_USDT,CHECKED,02:48:29,,CHECKED,08:49:59,,CHECKED,08:57:30,,WARNING,15:05:38,A3:CRITICAL|A2:HIGH|A2:HIGH,CHECKED,17:48:32,,SKIPPED,,,$1.13M / $1.49M
WIF_USDT,CHECKED,02:48:29,A4:MEDIUM,CHECKED,08:49:59,,SKIPPED,,,CHECKED,15:05:38,,CHECKED,17:48:32,A4:MEDIUM,CHECKED,19:36:25,A4:MEDIUM,$3.5K / $3.9K
XLM_USDT,CHECKED,02:48:29,,CHECKED,08:49:59,,CHECKED,08:57:30,,CHECKED,15:05:38,,CHECKED,17:48:32,,CHECKED,19:36:25,,$15.9K / $19.6K
XRP_USDT,CHECKED,02:48:29,,CHECKED,08:49:59,,CHECKED,08:57:30,,SKIPPED,,,CHECKED,17:48:32,,SKIPPED,,,$78.9K / $78.9K
XYO_USDT,CHECKED,02:48:29,A4:MEDIUM,CHECKED,08:49:59,A4:MEDIUM,CHECKED,08:57:30,A4:MEDIUM,CHECKED,15:05:38,A4:MEDIUM,CHECKED,17:48:32,A4:MEDIUM,CHECKED,19:36:25,A4:MEDIUM,$792 / $1.0K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,02:48:29,,CHECKED,08:49:59,,CHECKED,08:57:30,,SKIPPED,,,CHECKED,17:48:32,,CHECKED,19:36:25,,$2092.95M / $2092.95M
USDT_NGN,CHECKED,02:48:29,A2:HIGH,CHECKED,08:49:59,A2:HIGH,CHECKED,08:57:30,A2:HIGH,WARNING,15:05:38,A3:CRITICAL|A2:HIGH|A2:HIGH,CHECKED,17:48:32,A2:HIGH,CHECKED,19:36:25,A2:HIGH,$220.72M / $220.72M
ETH_NGN,CHECKED,02:48:29,,CHECKED,08:49:59,,CHECKED,08:57:30,,CHECKED,15:05:38,,CHECKED,17:48:32,,CHECKED,19:36:25,,$1876.62M / $1876.62M
TRX_NGN,CHECKED,02:48:29,,CHECKED,08:49:59,,CHECKED,08:57:30,,CHECKED,15:05:38,,CHECKED,17:48:32,,CHECKED,19:36:25,,$871.09M / $871.09M
XRP_NGN,CHECKED,02:48:29,,CHECKED,08:49:59,,CHECKED,08:57:30,,SKIPPED,,,CHECKED,17:48:32,,CHECKED,19:36:25,,$200.09M / $200.09M
DASH_NGN,CHECKED,02:48:29,,CHECKED,08:49:59,,SKIPPED,,,CHECKED,15:05:38,,SKIPPED,,,CHECKED,19:36:25,,$50.58M / $50.58M
LTC_NGN,CHECKED,02:48:29,,CHECKED,08:49:59,,CHECKED,08:57:30,,CHECKED,15:05:38,,CHECKED,17:48:32,,CHECKED,19:36:25,,$144.17M / $144.17M
SOL_NGN,CHECKED,02:48:29,,CHECKED,08:49:59,,CHECKED,08:57:30,,WARNING,15:05:38,A3:CRITICAL|A2:HIGH|A2:HIGH,SKIPPED,,,CHECKED,19:36:25,,$108.28M / $108.28M
USDC_NGN,CHECKED,02:48:29,,CHECKED,08:49:59,,CHECKED,08:57:30,,CHECKED,15:05:38,,CHECKED,17:48:32,,SKIPPED,,,$5753.67M / $5753.67M
USDT_GHS,CHECKED,02:48:29,,CHECKED,08:49:59,,CHECKED,08:57:30,,CHECKED,15:05:38,,CHECKED,17:48:32,,CHECKED,19:36:25,,$2.37M / $2.92M
