Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),ISSUES (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),ISSUES (CHECK 7),DEPTH
XRP_USDT,CHECKED,02:16:28,,CHECKED,06:15:49,,CHECKED,09:51:05,,CHECKED,13:17:07,,CHECKED,17:26:39,,CHECKED,18:32:45,,CHECKED,21:23:03,,$95.2K / $95.2K
XYO_USDT,CHECKED,02:16:28,A4:MEDIUM,CHECKED,06:15:49,A4:MEDIUM,CHECKED,09:51:05,A4:MEDIUM,CHECKED,13:17:07,A4:MEDIUM,CHECKED,17:26:39,A4:MEDIUM,CHECKED,18:32:45,A4:MEDIUM,CHECKED,21:23:03,A4:MEDIUM,$695 / $938
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,02:16:28,,CHECKED,06:15:49,,CHECKED,09:51:05,,CHECKED,13:17:07,,CHECKED,17:26:39,,CHECKED,18:32:45,,CHECKED,21:23:03,,$2202.94M / $2202.94M
USDT_NGN,CHECKED,02:16:28,A2:HIGH,CHECKED,06:15:49,,CHECKED,09:51:05,A2:HIGH,CHECKED,13:17:07,A2:HIGH,CHECKED,17:26:39,A2:HIGH,CHECKED,18:32:45,A2:HIGH,CHECKED,21:23:03,A2:HIGH,$456.42M / $1082.32M
ETH_NGN,CHECKED,02:16:28,,CHECKED,06:15:49,,CHECKED,09:51:05,,CHECKED,13:17:07,,CHECKED,17:26:39,,CHECKED,18:32:45,,CHECKED,21:23:03,,$1179.09M / $1179.09M
TRX_NGN,CHECKED,02:16:28,,CHECKED,06:15:49,,CHECKED,09:51:05,,CHECKED,13:17:07,,CHECKED,17:26:39,,CHECKED,18:32:45,,CHECKED,21:23:03,,$608.67M / $608.67M
XRP_NGN,CHECKED,02:16:28,,CHECKED,06:15:49,,CHECKED,09:51:05,,CHECKED,13:17:07,,CHECKED,17:26:39,,CHECKED,18:32:45,,CHECKED,21:23:03,,$100.15M / $100.15M
DASH_NGN,CHECKED,02:16:28,,CHECKED,06:15:49,,CHECKED,09:51:05,,CHECKED,13:17:07,,CHECKED,17:26:39,,CHECKED,18:32:45,,CHECKED,21:23:03,,$26.85M / $26.85M
LTC_NGN,CHECKED,02:16:28,,CHECKED,06:15:49,,CHECKED,09:51:05,,CHECKED,13:17:07,,CHECKED,17:26:39,,CHECKED,18:32:45,,CHECKED,21:23:03,,$203.60M / $203.60M
SOL_NGN,CHECKED,02:16:28,,CHECKED,06:15:49,,CHECKED,09:51:05,,CHECKED,13:17:07,,CHECKED,17:26:39,,CHECKED,18:32:45,,CHECKED,21:23:03,,$124.97M / $124.97M
USDC_NGN,CHECKED,02:16:28,A2:HIGH,CHECKED,06:15:49,A2:HIGH,CHECKED,09:51:05,A2:HIGH,CHECKED,13:17:07,,CHECKED,17:26:39,,CHECKED,18:32:45,,CHECKED,21:23:03,,$3542.58M / $3542.58M
USDT_GHS,CHECKED,02:16:28,,CHECKED,06:15:49,,CHECKED,09:51:05,,CHECKED,13:17:07,,CHECKED,17:26:39,,CHECKED,18:32:45,,CHECKED,21:23:03,,$2.28M / $2.99M
