Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),ISSUES (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),ISSUES (CHECK 7),STATUS (CHECK 8),TIME (CHECK 8),ISSUES (CHECK 8),STATUS (CHECK 9),TIME (CHECK 9),ISSUES (CHECK 9),STATUS (CHECK 10),TIME (CHECK 10),ISSUES (CHECK 10),STATUS (CHECK 11),TIME (CHECK 11),ISSUES (CHECK 11),STATUS (CHECK 12),TIME (CHECK 12),ISSUES (CHECK 12),STATUS (CHECK 13),TIME (CHECK 13),ISSUES (CHECK 13),DEPTH
FARTCOIN_USDT,CHECKED,00:19:18,,CHECKED,01:20:30,,CHECKED,04:48:11,,CHECKED,07:36:18,,CHECKED,10:28:52,,CHECKED,12:05:01,,CHECKED,13:43:51,,CHECKED,16:00:07,,WARNING,17:42:02,A2:HIGH,CHECKED,19:23:27,,CHECKED,20:41:55,,CHECKED,22:16:38,,CHECKED,23:14:19,,$10.7K / $11.4K
FLOKI_USDT,CHECKED,00:19:18,,CHECKED,01:20:30,,CHECKED,04:48:11,,CHECKED,07:36:18,,CHECKED,10:28:52,,CHECKED,12:05:01,,CHECKED,13:43:51,,CHECKED,16:00:07,,CHECKED,17:42:02,,CHECKED,19:23:27,,WARNING,20:41:55,A2:HIGH|A2:HIGH,CHECKED,22:16:38,,CHECKED,23:14:19,,$10.4K / $13.1K
HYPE_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
LINK_USDT,CHECKED,00:19:18,,CHECKED,01:20:30,,CHECKED,04:48:11,,CHECKED,07:36:18,,CHECKED,10:28:52,,CHECKED,12:05:01,,CHECKED,13:43:51,,CHECKED,16:00:07,,CHECKED,17:42:02,,CHECKED,19:23:27,,CHECKED,20:41:55,,CHECKED,22:16:38,,CHECKED,23:14:19,,$19.2K / $23.4K
LSK_USDT,WARNING,00:19:18,A2:HIGH|A4:MEDIUM,WARNING,01:20:30,A2:HIGH|A4:MEDIUM,WARNING,04:48:11,A2:HIGH|A4:MEDIUM,WARNING,07:36:18,A2:HIGH|A4:MEDIUM,CHECKED,10:28:52,,CHECKED,12:05:01,,CHECKED,13:43:51,A4:MEDIUM,CHECKED,16:00:07,,CHECKED,17:42:02,,CHECKED,19:23:27,,WARNING,20:41:55,A2:HIGH|A2:HIGH|A4:MEDIUM,CHECKED,22:16:38,A4:MEDIUM,CHECKED,23:14:19,,$10.1K / $12.4K
LTC_USDT,CHECKED,00:19:18,,CHECKED,01:20:30,,CHECKED,04:48:11,,CHECKED,07:36:18,,CHECKED,10:28:52,,CHECKED,12:05:01,,CHECKED,13:43:51,,CHECKED,16:00:07,,CHECKED,17:42:02,,CHECKED,19:23:27,,CHECKED,20:41:55,,CHECKED,22:16:38,,CHECKED,23:14:19,,$51.6K / $51.6K
NEAR_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,00:19:18,,CHECKED,01:20:30,,CHECKED,04:48:11,,CHECKED,07:36:18,,CHECKED,10:28:52,,CHECKED,12:05:01,,CHECKED,13:43:51,,CHECKED,16:00:07,,CHECKED,17:42:02,,CHECKED,19:23:27,,CHECKED,20:41:55,,CHECKED,22:16:38,,CHECKED,23:14:19,,$15.5K / $18.5K
POL_USDT,CHECKED,00:19:18,,CHECKED,01:20:30,,CHECKED,04:48:11,,CHECKED,07:36:18,,CHECKED,10:28:52,,CHECKED,12:05:01,,CHECKED,13:43:51,,CHECKED,16:00:07,,CHECKED,17:42:02,,CHECKED,19:23:27,,CHECKED,20:41:55,,CHECKED,22:16:38,,CHECKED,23:14:19,,$69.7K / $75.2K
RENDER_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,00:19:18,,CHECKED,01:20:30,,CHECKED,04:48:11,,CHECKED,07:36:18,,CHECKED,10:28:52,,CHECKED,12:05:01,,CHECKED,13:43:51,,CHECKED,16:00:07,,CHECKED,17:42:02,,CHECKED,19:23:27,,CHECKED,20:41:55,,CHECKED,22:16:38,,CHECKED,23:14:19,,$20.6K / $20.6K
SLP_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SOL_USDT,CHECKED,00:19:18,,CHECKED,01:20:30,,CHECKED,04:48:11,,CHECKED,07:36:18,,CHECKED,10:28:52,,WARNING,12:05:01,A2:HIGH,CHECKED,13:43:51,,CHECKED,16:00:07,,CHECKED,17:42:02,,CHECKED,19:23:27,,CHECKED,20:41:55,,CHECKED,22:16:38,,CHECKED,23:14:19,,$16.9K / $21.2K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,00:19:18,A4:MEDIUM,CHECKED,01:20:30,A4:MEDIUM,CHECKED,04:48:11,A4:MEDIUM,CHECKED,07:36:18,A4:MEDIUM,CHECKED,10:28:52,,CHECKED,12:05:01,,CHECKED,13:43:51,,CHECKED,16:00:07,,CHECKED,17:42:02,A4:MEDIUM,CHECKED,19:23:27,A4:MEDIUM,CHECKED,20:41:55,A4:MEDIUM,CHECKED,22:16:38,A4:MEDIUM,CHECKED,23:14:19,,$6.2K / $7.1K
TON_USDT,CHECKED,00:19:18,A4:MEDIUM,CHECKED,01:20:30,A4:MEDIUM,CHECKED,04:48:11,A4:MEDIUM,CHECKED,07:36:18,A4:MEDIUM,CHECKED,10:28:52,,CHECKED,12:05:01,,CHECKED,13:43:51,A4:MEDIUM,CHECKED,16:00:07,A4:MEDIUM,CHECKED,17:42:02,,CHECKED,19:23:27,A4:MEDIUM,CHECKED,20:41:55,,CHECKED,22:16:38,A4:MEDIUM,CHECKED,23:14:19,A4:MEDIUM,$2.5K / $4.2K
TRX_USDT,CHECKED,00:19:18,,CHECKED,01:20:30,,CHECKED,04:48:11,,CHECKED,07:36:18,,CHECKED,10:28:52,,CHECKED,12:05:01,,CHECKED,13:43:51,,CHECKED,16:00:07,,CHECKED,17:42:02,,CHECKED,19:23:27,,CHECKED,20:41:55,,CHECKED,22:16:38,,CHECKED,23:14:19,,$346.8K / $346.8K
USDC_USDT,CHECKED,00:19:18,,CHECKED,01:20:30,,CHECKED,04:48:11,,CHECKED,07:36:18,,CHECKED,10:28:52,,CHECKED,12:05:01,,CHECKED,13:43:51,,CHECKED,16:00:07,,CHECKED,17:42:02,,CHECKED,19:23:27,,CHECKED,20:41:55,,CHECKED,22:16:38,,CHECKED,23:14:19,,$543.0K / $797.6K
WIF_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
XLM_USDT,CHECKED,00:19:18,,CHECKED,01:20:30,,CHECKED,04:48:11,,CHECKED,07:36:18,,CHECKED,10:28:52,,CHECKED,12:05:01,,CHECKED,13:43:51,,CHECKED,16:00:07,,CHECKED,17:42:02,,CHECKED,19:23:27,,CHECKED,20:41:55,,CHECKED,22:16:38,,CHECKED,23:14:19,,$71.1K / $71.1K
XRP_USDT,CHECKED,00:19:18,,CHECKED,01:20:30,,CHECKED,04:48:11,,CHECKED,07:36:18,,CHECKED,10:28:52,,CHECKED,12:05:01,,CHECKED,13:43:51,,CHECKED,16:00:07,,CHECKED,17:42:02,,CHECKED,19:23:27,,CHECKED,20:41:55,,CHECKED,22:16:38,,CHECKED,23:14:19,,$46.1K / $52.5K
XYO_USDT,CHECKED,00:19:18,A4:MEDIUM,CHECKED,01:20:30,A4:MEDIUM,CHECKED,04:48:11,A4:MEDIUM,CHECKED,07:36:18,A4:MEDIUM,CHECKED,10:28:52,A4:MEDIUM,CHECKED,12:05:01,A4:MEDIUM,CHECKED,13:43:51,A4:MEDIUM,CHECKED,16:00:07,A4:MEDIUM,CHECKED,17:42:02,A4:MEDIUM,CHECKED,19:23:27,A4:MEDIUM,CHECKED,20:41:55,A4:MEDIUM,CHECKED,22:16:38,A4:MEDIUM,CHECKED,23:14:19,A4:MEDIUM,$1.3K / $1.7K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,00:19:18,,CHECKED,01:20:30,,CHECKED,04:48:11,,CHECKED,07:36:18,,CHECKED,10:28:52,,CHECKED,12:05:01,,CHECKED,13:43:51,,CHECKED,16:00:07,,CHECKED,17:42:02,,CHECKED,19:23:27,,CHECKED,20:41:55,,CHECKED,22:16:38,,CHECKED,23:14:19,,$1931.96M / $1931.96M
USDT_NGN,CHECKED,00:19:18,A2:HIGH,CHECKED,01:20:30,A2:HIGH,CHECKED,04:48:11,A2:HIGH,CHECKED,07:36:18,A2:HIGH,CHECKED,10:28:52,A2:HIGH,CHECKED,12:05:01,A2:HIGH,CHECKED,13:43:51,A2:HIGH,CHECKED,16:00:07,A2:HIGH,CHECKED,17:42:02,A2:HIGH,CHECKED,19:23:27,A2:HIGH,CHECKED,20:41:55,A2:HIGH,CHECKED,22:16:38,A2:HIGH,CHECKED,23:14:19,A2:HIGH,$750.06M / $1173.70M
ETH_NGN,CHECKED,00:19:18,,CHECKED,01:20:30,,CHECKED,04:48:11,,CHECKED,07:36:18,,CHECKED,10:28:52,,CHECKED,12:05:01,,CHECKED,13:43:51,,CHECKED,16:00:07,,CHECKED,17:42:02,,CHECKED,19:23:27,,CHECKED,20:41:55,,CHECKED,22:16:38,,CHECKED,23:14:19,,$1091.58M / $1091.58M
TRX_NGN,CHECKED,00:19:18,A2:HIGH,CHECKED,01:20:30,,CHECKED,04:48:11,,CHECKED,07:36:18,,CHECKED,10:28:52,,CHECKED,12:05:01,,CHECKED,13:43:51,,CHECKED,16:00:07,,CHECKED,17:42:02,,CHECKED,19:23:27,,CHECKED,20:41:55,,CHECKED,22:16:38,,CHECKED,23:14:19,,$545.78M / $545.78M
XRP_NGN,CHECKED,00:19:18,,CHECKED,01:20:30,,CHECKED,04:48:11,,CHECKED,07:36:18,,CHECKED,10:28:52,,CHECKED,12:05:01,,CHECKED,13:43:51,,CHECKED,16:00:07,,CHECKED,17:42:02,,CHECKED,19:23:27,,CHECKED,20:41:55,,CHECKED,22:16:38,,CHECKED,23:14:19,,$85.92M / $85.92M
DASH_NGN,CHECKED,00:19:18,,CHECKED,01:20:30,,CHECKED,04:48:11,,CHECKED,07:36:18,,CHECKED,10:28:52,,CHECKED,12:05:01,,CHECKED,13:43:51,,CHECKED,16:00:07,,CHECKED,17:42:02,,CHECKED,19:23:27,,CHECKED,20:41:55,,CHECKED,22:16:38,,CHECKED,23:14:19,,$25.63M / $25.63M
LTC_NGN,CHECKED,00:19:18,,CHECKED,01:20:30,,CHECKED,04:48:11,,CHECKED,07:36:18,,CHECKED,10:28:52,,CHECKED,12:05:01,,CHECKED,13:43:51,,CHECKED,16:00:07,,CHECKED,17:42:02,,CHECKED,19:23:27,,CHECKED,20:41:55,,CHECKED,22:16:38,,CHECKED,23:14:19,,$213.55M / $213.55M
SOL_NGN,CHECKED,00:19:18,A2:HIGH,CHECKED,01:20:30,,CHECKED,04:48:11,,CHECKED,07:36:18,,CHECKED,10:28:52,,CHECKED,12:05:01,,CHECKED,13:43:51,,CHECKED,16:00:07,,CHECKED,17:42:02,,CHECKED,19:23:27,,CHECKED,20:41:55,,CHECKED,22:16:38,,CHECKED,23:14:19,,$129.84M / $129.84M
USDC_NGN,CHECKED,00:19:18,,CHECKED,01:20:30,,CHECKED,04:48:11,,CHECKED,07:36:18,,CHECKED,10:28:52,,CHECKED,12:05:01,,CHECKED,13:43:51,,CHECKED,16:00:07,A2:HIGH,CHECKED,17:42:02,A2:HIGH,CHECKED,19:23:27,A2:HIGH,CHECKED,20:41:55,,CHECKED,22:16:38,,CHECKED,23:14:19,,$2858.83M / $3160.51M
USDT_GHS,CHECKED,00:19:18,,CHECKED,01:20:30,,CHECKED,04:48:11,,CHECKED,07:36:18,,CHECKED,10:28:52,,CHECKED,12:05:01,,CHECKED,13:43:51,,CHECKED,16:00:07,,CHECKED,17:42:02,,CHECKED,19:23:27,,CHECKED,20:41:55,,CHECKED,22:16:38,,WARNING,23:14:19,A2:HIGH,$710.9K / $710.9K
