Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),ISSUES (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),ISSUES (CHECK 7),STATUS (CHECK 8),TIME (CHECK 8),ISSUES (CHECK 8),STATUS (CHECK 9),TIME (CHECK 9),ISSUES (CHECK 9),DEPTH
DASH_USDT,CHECKED,02:40:10,,CHECKED,07:53:24,,CHECKED,11:24:09,,CHECKED,11:58:23,,CHECKED,14:47:23,,CHECKED,17:46:16,A4:MEDIUM,CHECKED,20:39:11,,CHECKED,22:01:50,,CHECKED,23:47:29,,$11.3K / $13.7K
DOT_USDT,CHECKED,02:40:10,,CHECKED,07:53:24,,CHECKED,11:24:09,,CHECKED,11:58:23,,CHECKED,14:47:23,,CHECKED,17:46:16,,CHECKED,20:39:11,,CHECKED,22:01:50,,CHECKED,23:47:29,,$6.3K / $7.0K
DOGE_USDT,CHECKED,02:40:10,,CHECKED,07:53:24,,CHECKED,11:24:09,,CHECKED,11:58:23,,CHECKED,14:47:23,,CHECKED,17:46:16,,CHECKED,20:39:11,,CHECKED,22:01:50,,CHECKED,23:47:29,,$13.5K / $15.9K
ETH_USDT,CHECKED,02:40:10,,SKIPPED,,,CHECKED,11:24:09,,CHECKED,11:58:23,,CHECKED,14:47:23,,CHECKED,17:46:16,,CHECKED,20:39:11,,CHECKED,22:01:50,,SKIPPED,,,$114.4K / $114.4K
FARTCOIN_USDT,CHECKED,02:40:10,,CHECKED,07:53:24,,CHECKED,11:24:09,,CHECKED,11:58:23,,CHECKED,14:47:23,,CHECKED,17:46:16,,CHECKED,20:39:11,,CHECKED,22:01:50,,CHECKED,23:47:29,,$17.4K / $19.2K
FLOKI_USDT,CHECKED,02:40:10,,CHECKED,07:53:24,,CHECKED,11:24:09,,WARNING,11:58:23,A2:HIGH,CHECKED,14:47:23,,CHECKED,17:46:16,,CHECKED,20:39:11,,WARNING,22:01:50,A2:HIGH,WARNING,23:47:29,A2:HIGH,$10.9K / $14.3K
HYPE_USDT,CHECKED,02:40:10,A4:MEDIUM,SKIPPED,,,WARNING,11:24:09,A2:HIGH|A4:MEDIUM,WARNING,11:58:23,A2:HIGH|A4:MEDIUM,CHECKED,14:47:23,A2:HIGH|A4:MEDIUM,WARNING,17:46:16,A2:HIGH|A4:MEDIUM,CHECKED,20:39:11,A2:HIGH|A4:MEDIUM,WARNING,22:01:50,A2:HIGH|A4:MEDIUM,WARNING,23:47:29,A2:HIGH|A4:MEDIUM,$1.3K / $1.7K
LINK_USDT,CHECKED,02:40:10,,CHECKED,07:53:24,,CHECKED,11:24:09,,CHECKED,11:58:23,,CHECKED,14:47:23,,WARNING,17:46:16,A2:HIGH|A2:HIGH,CHECKED,20:39:11,,CHECKED,22:01:50,,CHECKED,23:47:29,,$39.1K / $46.9K
LSK_USDT,CHECKED,02:40:10,,CHECKED,07:53:24,,CHECKED,11:24:09,A4:MEDIUM,CHECKED,11:58:23,,CHECKED,14:47:23,,CHECKED,17:46:16,,CHECKED,20:39:11,,CHECKED,22:01:50,,CHECKED,23:47:29,,$7.7K / $9.7K
LTC_USDT,CHECKED,02:40:10,,CHECKED,07:53:24,,CHECKED,11:24:09,,CHECKED,11:58:23,,CHECKED,14:47:23,,CHECKED,17:46:16,,CHECKED,20:39:11,,CHECKED,22:01:50,,CHECKED,23:47:29,,$44.5K / $44.5K
NEAR_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,02:40:10,,CHECKED,07:53:24,,CHECKED,11:24:09,,CHECKED,11:58:23,,CHECKED,14:47:23,,CHECKED,17:46:16,,CHECKED,20:39:11,,CHECKED,22:01:50,,CHECKED,23:47:29,,$12.8K / $18.2K
POL_USDT,CHECKED,02:40:10,,CHECKED,07:53:24,,CHECKED,11:24:09,,CHECKED,11:58:23,,CHECKED,14:47:23,,CHECKED,17:46:16,,CHECKED,20:39:11,,CHECKED,22:01:50,,CHECKED,23:47:29,,$52.8K / $66.3K
RENDER_USDT,CHECKED,02:40:10,,CHECKED,07:53:24,,CHECKED,11:24:09,,CHECKED,11:58:23,,CHECKED,14:47:23,,CHECKED,17:46:16,,CHECKED,20:39:11,,CHECKED,22:01:50,,CHECKED,23:47:29,,$5.8K / $6.0K
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,02:40:10,,CHECKED,07:53:24,,CHECKED,11:24:09,,CHECKED,11:58:23,,CHECKED,14:47:23,,CHECKED,17:46:16,,CHECKED,20:39:11,,CHECKED,22:01:50,,CHECKED,23:47:29,,$19.0K / $19.0K
SLP_USDT,CHECKED,02:40:10,A4:MEDIUM,WARNING,07:53:24,A2:HIGH|A2:HIGH|A4:MEDIUM,CHECKED,11:24:09,,CHECKED,11:58:23,,CHECKED,14:47:23,A4:MEDIUM,CHECKED,17:46:16,,CHECKED,20:39:11,A4:MEDIUM,CHECKED,22:01:50,A4:MEDIUM,CHECKED,23:47:29,A4:MEDIUM,$3.4K / $4.1K
SOL_USDT,WARNING,02:40:10,A2:HIGH,CHECKED,07:53:24,,CHECKED,11:24:09,,CHECKED,11:58:23,,CHECKED,14:47:23,,CHECKED,17:46:16,,CHECKED,20:39:11,,CHECKED,22:01:50,,CHECKED,23:47:29,,$26.8K / $35.3K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,02:40:10,A4:MEDIUM,CHECKED,07:53:24,A4:MEDIUM,CHECKED,11:24:09,,CHECKED,11:58:23,A4:MEDIUM,CHECKED,14:47:23,A4:MEDIUM,CHECKED,17:46:16,A4:MEDIUM,CHECKED,20:39:11,A4:MEDIUM,WARNING,22:01:50,A2:HIGH|A2:HIGH|A4:MEDIUM,CHECKED,23:47:29,A4:MEDIUM,$4.3K / $4.3K
TON_USDT,CHECKED,02:40:10,A4:MEDIUM,CHECKED,07:53:24,A4:MEDIUM,WARNING,11:24:09,A2:HIGH,CHECKED,11:58:23,A4:MEDIUM,CHECKED,14:47:23,A4:MEDIUM,CHECKED,17:46:16,A4:MEDIUM,CHECKED,20:39:11,,CHECKED,22:01:50,A4:MEDIUM,CHECKED,23:47:29,A4:MEDIUM,$3.9K / $6.0K
TRX_USDT,CHECKED,02:40:10,,CHECKED,07:53:24,,CHECKED,11:24:09,,CHECKED,11:58:23,,CHECKED,14:47:23,A2:HIGH,CHECKED,17:46:16,,CHECKED,20:39:11,,CHECKED,22:01:50,,CHECKED,23:47:29,,$494.9K / $494.9K
USDC_USDT,CHECKED,02:40:10,,WARNING,07:53:24,A3:CRITICAL|A2:HIGH,CHECKED,11:24:09,,CHECKED,11:58:23,,CHECKED,14:47:23,,CHECKED,17:46:16,,CHECKED,20:39:11,,CHECKED,22:01:50,,CHECKED,23:47:29,A2:HIGH,$11.02M / $12.43M
WIF_USDT,CHECKED,02:40:10,A4:MEDIUM,SKIPPED,,,CHECKED,11:24:09,A4:MEDIUM,CHECKED,11:58:23,A4:MEDIUM,CHECKED,14:47:23,,CHECKED,17:46:16,,CHECKED,20:39:11,A4:MEDIUM,CHECKED,22:01:50,,CHECKED,23:47:29,A4:MEDIUM,$4.4K / $4.4K
XLM_USDT,CHECKED,02:40:10,,CHECKED,07:53:24,,CHECKED,11:24:09,,CHECKED,11:58:23,,CHECKED,14:47:23,,CHECKED,17:46:16,,CHECKED,20:39:11,,CHECKED,22:01:50,,CHECKED,23:47:29,,$65.8K / $65.8K
XRP_USDT,CHECKED,02:40:10,,CHECKED,07:53:24,,CHECKED,11:24:09,,CHECKED,11:58:23,,CHECKED,14:47:23,,CHECKED,17:46:16,,CHECKED,20:39:11,,CHECKED,22:01:50,,CHECKED,23:47:29,,$56.3K / $59.0K
XYO_USDT,CHECKED,02:40:10,A4:MEDIUM,CHECKED,07:53:24,A4:MEDIUM,CHECKED,11:24:09,A4:MEDIUM,CHECKED,11:58:23,A4:MEDIUM,CHECKED,14:47:23,A4:MEDIUM,CHECKED,17:46:16,A4:MEDIUM,CHECKED,20:39:11,A4:MEDIUM,CHECKED,22:01:50,A4:MEDIUM,CHECKED,23:47:29,A4:MEDIUM,$1.5K / $2.0K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,02:40:10,,CHECKED,07:53:24,,CHECKED,11:24:09,,CHECKED,11:58:23,,CHECKED,14:47:23,,CHECKED,17:46:16,,CHECKED,20:39:11,,CHECKED,22:01:50,,CHECKED,23:47:29,,$1964.70M / $1964.70M
USDT_NGN,CHECKED,02:40:10,A2:HIGH,CHECKED,07:53:24,A2:HIGH,CHECKED,11:24:09,A2:HIGH,CHECKED,11:58:23,A2:HIGH,CHECKED,14:47:23,A2:HIGH,CHECKED,17:46:16,A2:HIGH,CHECKED,20:39:11,A2:HIGH,CHECKED,22:01:50,A2:HIGH,CHECKED,23:47:29,A2:HIGH,$2102.21M / $2672.55M
ETH_NGN,CHECKED,02:40:10,,CHECKED,07:53:24,,CHECKED,11:24:09,,CHECKED,11:58:23,,CHECKED,14:47:23,,CHECKED,17:46:16,,CHECKED,20:39:11,,CHECKED,22:01:50,,CHECKED,23:47:29,,$1111.23M / $1111.23M
TRX_NGN,CHECKED,02:40:10,,CHECKED,07:53:24,,CHECKED,11:24:09,,CHECKED,11:58:23,,CHECKED,14:47:23,,CHECKED,17:46:16,,CHECKED,20:39:11,,CHECKED,22:01:50,,CHECKED,23:47:29,,$661.45M / $661.45M
XRP_NGN,CHECKED,02:40:10,,CHECKED,07:53:24,,CHECKED,11:24:09,,CHECKED,11:58:23,,CHECKED,14:47:23,,CHECKED,17:46:16,,CHECKED,20:39:11,,CHECKED,22:01:50,,CHECKED,23:47:29,,$95.66M / $95.66M
DASH_NGN,CHECKED,02:40:10,,CHECKED,07:53:24,,CHECKED,11:24:09,,CHECKED,11:58:23,,CHECKED,14:47:23,,CHECKED,17:46:16,,CHECKED,20:39:11,,CHECKED,22:01:50,,CHECKED,23:47:29,,$25.25M / $25.25M
LTC_NGN,CHECKED,02:40:10,,CHECKED,07:53:24,,CHECKED,11:24:09,,CHECKED,11:58:23,,CHECKED,14:47:23,,CHECKED,17:46:16,,CHECKED,20:39:11,,CHECKED,22:01:50,,CHECKED,23:47:29,,$156.28M / $156.28M
SOL_NGN,CHECKED,02:40:10,,CHECKED,07:53:24,,CHECKED,11:24:09,,CHECKED,11:58:23,,CHECKED,14:47:23,,CHECKED,17:46:16,,CHECKED,20:39:11,,CHECKED,22:01:50,,CHECKED,23:47:29,,$126.54M / $126.54M
USDC_NGN,CHECKED,02:40:10,,CHECKED,07:53:24,,CHECKED,11:24:09,A2:HIGH,CHECKED,11:58:23,A2:HIGH,CHECKED,14:47:23,,CHECKED,17:46:16,,CHECKED,20:39:11,,CHECKED,22:01:50,,CHECKED,23:47:29,A2:HIGH,$1589.39M / $2142.65M
USDT_GHS,CHECKED,02:40:10,,CHECKED,07:53:24,,CHECKED,11:24:09,,CHECKED,11:58:23,,CHECKED,14:47:23,,CHECKED,17:46:16,,CHECKED,20:39:11,,CHECKED,22:01:50,,CHECKED,23:47:29,,$3.14M / $4.24M
