Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),ISSUES (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),ISSUES (CHECK 7),DEPTH
DASH_USDT,CHECKED,00:20:13,,SKIPPED,,,CHECKED,07:30:47,,CHECKED,12:43:45,,CHECKED,17:20:49,,CHECKED,19:58:21,,CHECKED,22:44:42,,$21.5K / $23.7K
DOT_USDT,CHECKED,00:20:13,,CHECKED,02:23:54,,CHECKED,07:30:47,,CHECKED,12:43:45,,CHECKED,17:20:49,,CHECKED,19:58:21,,CHECKED,22:44:42,,$9.0K / $9.0K
DOGE_USDT,CHECKED,00:20:13,,SKIPPED,,,CHECKED,07:30:47,,CHECKED,12:43:45,,CHECKED,17:20:49,,CHECKED,19:58:21,,CHECKED,22:44:42,,$10.9K / $14.3K
ETH_USDT,CHECKED,00:20:13,,CHECKED,02:23:54,,CHECKED,07:30:47,,CHECKED,12:43:45,,CHECKED,17:20:49,,CHECKED,19:58:21,,SKIPPED,,,$207.2K / $234.6K
FARTCOIN_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
FLOKI_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
HYPE_USDT,WARNING,00:20:13,A2:HIGH,WARNING,02:23:54,A2:HIGH,WARNING,07:30:47,A2:HIGH,CHECKED,12:43:45,A2:HIGH,CHECKED,17:20:49,A2:HIGH,CHECKED,19:58:21,A2:HIGH,WARNING,22:44:42,A2:HIGH,$25.7K / $36.8K
LINK_USDT,CHECKED,00:20:13,,CHECKED,02:23:54,,CHECKED,07:30:47,,CHECKED,12:43:45,,CHECKED,17:20:49,,CHECKED,19:58:21,,SKIPPED,,,$38.0K / $38.0K
LSK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
LTC_USDT,SKIPPED,,,CHECKED,02:23:54,,CHECKED,07:30:47,,CHECKED,12:43:45,,CHECKED,17:20:49,,CHECKED,19:58:21,,CHECKED,22:44:42,,$67.3K / $67.3K
NEAR_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,00:20:13,,CHECKED,02:23:54,,CHECKED,07:30:47,,CHECKED,12:43:45,,CHECKED,17:20:49,,CHECKED,19:58:21,,CHECKED,22:44:42,,$13.6K / $18.8K
POL_USDT,CHECKED,00:20:13,,CHECKED,02:23:54,,CHECKED,07:30:47,,CHECKED,12:43:45,,CHECKED,17:20:49,,CHECKED,19:58:21,,CHECKED,22:44:42,,$100.3K / $106.5K
RENDER_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,00:20:13,,SKIPPED,,,CHECKED,07:30:47,,CHECKED,12:43:45,,CHECKED,17:20:49,,CHECKED,19:58:21,,CHECKED,22:44:42,,$22.6K / $22.6K
SLP_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SOL_USDT,CHECKED,00:20:13,,CHECKED,02:23:54,,CHECKED,07:30:47,,CHECKED,12:43:45,,CHECKED,17:20:49,,CHECKED,19:58:21,,CHECKED,22:44:42,,$64.2K / $85.8K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SUI_USDT,SKIPPED,,,SKIPPED,,,CHECKED,07:30:47,A4:MEDIUM,CHECKED,12:43:45,,CHECKED,17:20:49,A4:MEDIUM,CHECKED,19:58:21,A4:MEDIUM,CHECKED,22:44:42,A4:MEDIUM,$4.9K / $5.2K
TON_USDT,SKIPPED,,,CHECKED,02:23:54,A4:MEDIUM,CHECKED,07:30:47,A4:MEDIUM,CHECKED,12:43:45,A4:MEDIUM,CHECKED,17:20:49,A4:MEDIUM,CHECKED,19:58:21,,WARNING,22:44:42,A2:HIGH,$7.2K / $9.6K
TRX_USDT,CHECKED,00:20:13,,CHECKED,02:23:54,,CHECKED,07:30:47,,CHECKED,12:43:45,,CHECKED,17:20:49,,CHECKED,19:58:21,,CHECKED,22:44:42,,$725.6K / $725.6K
USDC_USDT,CHECKED,00:20:13,,CHECKED,02:23:54,,CHECKED,07:30:47,,CHECKED,12:43:45,,CHECKED,17:20:49,,CHECKED,19:58:21,,CHECKED,22:44:42,,$770.6K / $770.6K
WIF_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
XLM_USDT,CHECKED,00:20:13,,CHECKED,02:23:54,,CHECKED,07:30:47,,CHECKED,12:43:45,,CHECKED,17:20:49,,CHECKED,19:58:21,,SKIPPED,,,$96.9K / $96.9K
XRP_USDT,CHECKED,00:20:13,,CHECKED,02:23:54,,CHECKED,07:30:47,,CHECKED,12:43:45,A2:HIGH,CHECKED,17:20:49,A2:HIGH,CHECKED,19:58:21,,CHECKED,22:44:42,,$79.3K / $82.2K
XYO_USDT,CHECKED,00:20:13,A4:MEDIUM,CHECKED,02:23:54,A4:MEDIUM,CHECKED,07:30:47,A4:MEDIUM,CHECKED,12:43:45,A4:MEDIUM,CHECKED,17:20:49,A4:MEDIUM,CHECKED,19:58:21,A4:MEDIUM,CHECKED,22:44:42,A4:MEDIUM,$839 / $1.1K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,00:20:13,A2:HIGH,CHECKED,02:23:54,A2:HIGH,CHECKED,07:30:47,,CHECKED,12:43:45,,CHECKED,17:20:49,,SKIPPED,,,CHECKED,22:44:42,,$2829.72M / $2829.72M
USDT_NGN,CHECKED,00:20:13,A2:HIGH,CHECKED,02:23:54,A2:HIGH,CHECKED,07:30:47,A2:HIGH,CHECKED,12:43:45,A2:HIGH,CHECKED,17:20:49,A2:HIGH,CHECKED,19:58:21,A2:HIGH,SKIPPED,,,$1488.99M / $1633.86M
ETH_NGN,CHECKED,00:20:13,,CHECKED,02:23:54,,SKIPPED,,,SKIPPED,,,CHECKED,17:20:49,,CHECKED,19:58:21,,CHECKED,22:44:42,,$1313.58M / $1313.58M
TRX_NGN,CHECKED,00:20:13,,CHECKED,02:23:54,,CHECKED,07:30:47,,CHECKED,12:43:45,,CHECKED,17:20:49,,CHECKED,19:58:21,,CHECKED,22:44:42,,$751.20M / $751.20M
XRP_NGN,CHECKED,00:20:13,,CHECKED,02:23:54,,CHECKED,07:30:47,,CHECKED,12:43:45,,CHECKED,17:20:49,,CHECKED,19:58:21,,CHECKED,22:44:42,,$157.13M / $157.13M
DASH_NGN,CHECKED,00:20:13,,CHECKED,02:23:54,,CHECKED,07:30:47,,CHECKED,12:43:45,,CHECKED,17:20:49,,CHECKED,19:58:21,,CHECKED,22:44:42,,$10.10M / $10.10M
LTC_NGN,CHECKED,00:20:13,,CHECKED,02:23:54,,CHECKED,07:30:47,,CHECKED,12:43:45,,CHECKED,17:20:49,,CHECKED,19:58:21,,CHECKED,22:44:42,,$185.41M / $185.41M
SOL_NGN,CHECKED,00:20:13,,CHECKED,02:23:54,,CHECKED,07:30:47,,CHECKED,12:43:45,,CHECKED,17:20:49,,CHECKED,19:58:21,A2:HIGH,SKIPPED,,,$155.27M / $155.27M
USDC_NGN,CHECKED,00:20:13,A2:HIGH,CHECKED,02:23:54,A2:HIGH,CHECKED,07:30:47,A2:HIGH,CHECKED,12:43:45,A2:HIGH,CHECKED,17:20:49,A2:HIGH,CHECKED,19:58:21,A2:HIGH,CHECKED,22:44:42,A2:HIGH,$1745.98M / $1745.98M
USDT_GHS,CHECKED,00:20:13,,CHECKED,02:23:54,,CHECKED,07:30:47,,CHECKED,12:43:45,,CHECKED,17:20:49,,CHECKED,19:58:21,,CHECKED,22:44:42,,$3.28M / $4.26M
