Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),ISSUES (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),ISSUES (CHECK 7),DEPTH
XLM_USDT,CHECKED,00:37:27,,CHECKED,02:09:52,,CHECKED,06:56:44,,CHECKED,11:49:36,,CHECKED,14:59:35,,CHECKED,17:57:24,,CHECKED,20:12:29,,$121.8K / $121.8K
XRP_USDT,SKIPPED,,,CHECKED,02:09:52,,CHECKED,06:56:44,,CHECKED,11:49:36,,CHECKED,14:59:35,,CHECKED,17:57:24,,CHECKED,20:12:29,,$114.9K / $114.9K
XYO_USDT,CHECKED,00:37:27,A4:MEDIUM,CHECKED,02:09:52,A4:MEDIUM,CHECKED,06:56:44,A4:MEDIUM,CHECKED,11:49:36,A4:MEDIUM,CHECKED,14:59:35,A4:MEDIUM,CHECKED,17:57:24,A4:MEDIUM,CHECKED,20:12:29,A4:MEDIUM,$1.8K / $2.3K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,SKIPPED,,,CHECKED,02:09:52,,CHECKED,06:56:44,,CHECKED,11:49:36,,CHECKED,14:59:35,,CHECKED,17:57:24,,CHECKED,20:12:29,,$2613.41M / $2613.41M
USDT_NGN,CHECKED,00:37:27,A2:HIGH,CHECKED,02:09:52,A2:HIGH,CHECKED,06:56:44,A2:HIGH,CHECKED,11:49:36,A2:HIGH,CHECKED,14:59:35,A2:HIGH,CHECKED,17:57:24,A2:HIGH,CHECKED,20:12:29,A2:HIGH,$2286.62M / $3030.89M
ETH_NGN,CHECKED,00:37:27,,CHECKED,02:09:52,,CHECKED,06:56:44,,CHECKED,11:49:36,,CHECKED,14:59:35,,CHECKED,17:57:24,,CHECKED,20:12:29,,$1268.81M / $1540.88M
TRX_NGN,CHECKED,00:37:27,,CHECKED,02:09:52,A2:HIGH,CHECKED,06:56:44,,CHECKED,11:49:36,,CHECKED,14:59:35,,CHECKED,17:57:24,,CHECKED,20:12:29,,$747.77M / $747.77M
XRP_NGN,CHECKED,00:37:27,,CHECKED,02:09:52,,CHECKED,06:56:44,,CHECKED,11:49:36,,CHECKED,14:59:35,,CHECKED,17:57:24,,CHECKED,20:12:29,,$126.55M / $126.55M
DASH_NGN,CHECKED,00:37:27,,CHECKED,02:09:52,,CHECKED,06:56:44,,CHECKED,11:49:36,,CHECKED,14:59:35,,CHECKED,17:57:24,,CHECKED,20:12:29,,$47.38M / $47.38M
LTC_NGN,CHECKED,00:37:27,,CHECKED,02:09:52,,CHECKED,06:56:44,,CHECKED,11:49:36,,CHECKED,14:59:35,,CHECKED,17:57:24,,CHECKED,20:12:29,,$135.35M / $135.35M
SOL_NGN,CHECKED,00:37:27,,CHECKED,02:09:52,,CHECKED,06:56:44,,CHECKED,11:49:36,,CHECKED,14:59:35,,CHECKED,17:57:24,,CHECKED,20:12:29,,$161.89M / $161.89M
USDC_NGN,CHECKED,00:37:27,,CHECKED,02:09:52,,CHECKED,06:56:44,,CHECKED,11:49:36,A2:HIGH,CHECKED,14:59:35,A2:HIGH,CHECKED,17:57:24,A2:HIGH,CHECKED,20:12:29,A2:HIGH,$2962.98M / $2962.98M
USDT_GHS,CHECKED,00:37:27,,CHECKED,02:09:52,,CHECKED,06:56:44,,CHECKED,11:49:36,,CHECKED,14:59:35,,CHECKED,17:57:24,,CHECKED,20:12:29,,$2.81M / $3.58M
