Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),ISSUES (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),ISSUES (CHECK 7),STATUS (CHECK 8),TIME (CHECK 8),ISSUES (CHECK 8),STATUS (CHECK 9),TIME (CHECK 9),ISSUES (CHECK 9),DEPTH
DASH_USDT,CHECKED,00:42:23,,CHECKED,05:33:48,,CHECKED,09:12:26,,CHECKED,11:32:18,,CHECKED,13:51:29,,CHECKED,16:02:19,,CHECKED,17:39:08,,WARNING,19:42:21,A3:CRITICAL|A2:HIGH,CHECKED,21:39:41,,$19.2K / $25.7K
DOT_USDT,CHECKED,00:42:23,,CHECKED,05:33:48,,CHECKED,09:12:26,,CHECKED,11:32:18,,CHECKED,13:51:29,,CHECKED,16:02:19,,CHECKED,17:39:08,,CHECKED,19:42:21,,CHECKED,21:39:41,,$13.0K / $15.1K
DOGE_USDT,CHECKED,00:42:23,,CHECKED,05:33:48,,CHECKED,09:12:26,,CHECKED,11:32:18,,CHECKED,13:51:29,,CHECKED,16:02:19,,CHECKED,17:39:08,,CHECKED,19:42:21,,CHECKED,21:39:41,,$20.0K / $26.1K
ETH_USDT,CHECKED,00:42:23,,CHECKED,05:33:48,,CHECKED,09:12:26,,CHECKED,11:32:18,,CHECKED,13:51:29,,CHECKED,16:02:19,,CHECKED,17:39:08,,CHECKED,19:42:21,,CHECKED,21:39:41,,$125.7K / $125.7K
FARTCOIN_USDT,CHECKED,00:42:23,,CHECKED,05:33:48,,CHECKED,09:12:26,,CHECKED,11:32:18,,CHECKED,13:51:29,,CHECKED,16:02:19,,CHECKED,17:39:08,,CHECKED,19:42:21,,CHECKED,21:39:41,,$23.9K / $26.5K
FLOKI_USDT,CHECKED,00:42:23,,CHECKED,05:33:48,,CHECKED,09:12:26,,CHECKED,11:32:18,,CHECKED,13:51:29,,CHECKED,16:02:19,,CHECKED,17:39:08,,CHECKED,19:42:21,,CHECKED,21:39:41,,$12.2K / $16.5K
HYPE_USDT,WARNING,00:42:23,A2:HIGH|A4:MEDIUM,WARNING,05:33:48,A2:HIGH|A4:MEDIUM,WARNING,09:12:26,A2:HIGH|A4:MEDIUM,WARNING,11:32:18,A2:HIGH|A4:MEDIUM,CHECKED,13:51:29,A2:HIGH|A4:MEDIUM,CHECKED,16:02:19,A2:HIGH|A4:MEDIUM,WARNING,17:39:08,A2:HIGH|A4:MEDIUM,WARNING,19:42:21,A2:HIGH|A4:MEDIUM,WARNING,21:39:41,A2:HIGH|A4:MEDIUM,$1.5K / $1.9K
LINK_USDT,CHECKED,00:42:23,,CHECKED,05:33:48,,CHECKED,09:12:26,,CHECKED,11:32:18,,CHECKED,13:51:29,,CHECKED,16:02:19,,CHECKED,17:39:08,,CHECKED,19:42:21,,CHECKED,21:39:41,,$38.7K / $47.7K
LSK_USDT,CHECKED,00:42:23,A4:MEDIUM,CHECKED,05:33:48,,CHECKED,09:12:26,,SKIPPED,,,SKIPPED,,,CHECKED,16:02:19,,CHECKED,17:39:08,,CHECKED,19:42:21,,CHECKED,21:39:41,,$6.7K / $8.8K
LTC_USDT,CHECKED,00:42:23,,CHECKED,05:33:48,,CHECKED,09:12:26,,CHECKED,11:32:18,,CHECKED,13:51:29,,CHECKED,16:02:19,,CHECKED,17:39:08,,CHECKED,19:42:21,,CHECKED,21:39:41,,$78.6K / $78.6K
NEAR_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,00:42:23,,CHECKED,05:33:48,,CHECKED,09:12:26,,CHECKED,11:32:18,,CHECKED,13:51:29,,CHECKED,16:02:19,,CHECKED,17:39:08,,CHECKED,19:42:21,,CHECKED,21:39:41,,$11.2K / $17.5K
POL_USDT,CHECKED,00:42:23,,SKIPPED,,,CHECKED,09:12:26,,CHECKED,11:32:18,,CHECKED,13:51:29,,CHECKED,16:02:19,,CHECKED,17:39:08,,CHECKED,19:42:21,,CHECKED,21:39:41,,$101.2K / $131.0K
RENDER_USDT,CHECKED,00:42:23,,CHECKED,05:33:48,A4:MEDIUM,CHECKED,09:12:26,,CHECKED,11:32:18,,CHECKED,13:51:29,,CHECKED,16:02:19,,CHECKED,17:39:08,,CHECKED,19:42:21,,CHECKED,21:39:41,A4:MEDIUM,$3.7K / $4.0K
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,00:42:23,,CHECKED,05:33:48,,CHECKED,09:12:26,,CHECKED,11:32:18,,CHECKED,13:51:29,,CHECKED,16:02:19,,CHECKED,17:39:08,,CHECKED,19:42:21,,CHECKED,21:39:41,,$19.7K / $19.7K
SLP_USDT,CHECKED,00:42:23,,CHECKED,05:33:48,A4:MEDIUM,CHECKED,09:12:26,,CHECKED,11:32:18,,CHECKED,13:51:29,,CHECKED,16:02:19,,CHECKED,17:39:08,,CHECKED,19:42:21,,CHECKED,21:39:41,,$7.0K / $7.7K
SOL_USDT,CHECKED,00:42:23,,CHECKED,05:33:48,,CHECKED,09:12:26,,CHECKED,11:32:18,,CHECKED,13:51:29,,CHECKED,16:02:19,,CHECKED,17:39:08,,CHECKED,19:42:21,,CHECKED,21:39:41,,$20.7K / $24.9K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,00:42:23,,CHECKED,05:33:48,,CHECKED,09:12:26,A4:MEDIUM,CHECKED,11:32:18,A4:MEDIUM,CHECKED,13:51:29,A4:MEDIUM,CHECKED,16:02:19,,CHECKED,17:39:08,,CHECKED,19:42:21,,CHECKED,21:39:41,,$5.7K / $6.4K
TON_USDT,CHECKED,00:42:23,,CHECKED,05:33:48,,CHECKED,09:12:26,A4:MEDIUM,CHECKED,11:32:18,,CHECKED,13:51:29,A4:MEDIUM,CHECKED,16:02:19,A4:MEDIUM,CHECKED,17:39:08,A4:MEDIUM,CHECKED,19:42:21,,CHECKED,21:39:41,,$6.1K / $8.8K
TRX_USDT,CHECKED,00:42:23,,CHECKED,05:33:48,,CHECKED,09:12:26,,CHECKED,11:32:18,,CHECKED,13:51:29,,CHECKED,16:02:19,,CHECKED,17:39:08,,CHECKED,19:42:21,,CHECKED,21:39:41,,$505.3K / $523.7K
USDC_USDT,CHECKED,00:42:23,,CHECKED,05:33:48,,CHECKED,09:12:26,,CHECKED,11:32:18,,CHECKED,13:51:29,,CHECKED,16:02:19,,CHECKED,17:39:08,,CHECKED,19:42:21,,CHECKED,21:39:41,,$1.67M / $2.44M
WIF_USDT,CHECKED,00:42:23,,CHECKED,05:33:48,,CHECKED,09:12:26,,CHECKED,11:32:18,,CHECKED,13:51:29,,CHECKED,16:02:19,,CHECKED,17:39:08,,CHECKED,19:42:21,,CHECKED,21:39:41,,$5.1K / $5.5K
XLM_USDT,CHECKED,00:42:23,,CHECKED,05:33:48,,CHECKED,09:12:26,,CHECKED,11:32:18,,CHECKED,13:51:29,,CHECKED,16:02:19,,CHECKED,17:39:08,,CHECKED,19:42:21,,CHECKED,21:39:41,,$106.5K / $106.5K
XRP_USDT,CHECKED,00:42:23,,CHECKED,05:33:48,,CHECKED,09:12:26,,CHECKED,11:32:18,,CHECKED,13:51:29,,CHECKED,16:02:19,,CHECKED,17:39:08,,CHECKED,19:42:21,,CHECKED,21:39:41,,$47.1K / $47.1K
XYO_USDT,CHECKED,00:42:23,A4:MEDIUM,CHECKED,05:33:48,A4:MEDIUM,CHECKED,09:12:26,A4:MEDIUM,CHECKED,11:32:18,A4:MEDIUM,CHECKED,13:51:29,A4:MEDIUM,CHECKED,16:02:19,A4:MEDIUM,CHECKED,17:39:08,A4:MEDIUM,CHECKED,19:42:21,A4:MEDIUM,CHECKED,21:39:41,A4:MEDIUM,$1.7K / $2.1K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,00:42:23,,CHECKED,05:33:48,,CHECKED,09:12:26,,CHECKED,11:32:18,,CHECKED,13:51:29,,CHECKED,16:02:19,,CHECKED,17:39:08,,CHECKED,19:42:21,,CHECKED,21:39:41,,$1627.86M / $1627.86M
USDT_NGN,CHECKED,00:42:23,A2:HIGH,CHECKED,05:33:48,A2:HIGH,CHECKED,09:12:26,A2:HIGH,CHECKED,11:32:18,A2:HIGH,CHECKED,13:51:29,A2:HIGH,CHECKED,16:02:19,A2:HIGH,CHECKED,17:39:08,,CHECKED,19:42:21,A2:HIGH,CHECKED,21:39:41,A2:HIGH,$871.03M / $1083.25M
ETH_NGN,CHECKED,00:42:23,,CHECKED,05:33:48,,CHECKED,09:12:26,,CHECKED,11:32:18,,CHECKED,13:51:29,A2:HIGH,CHECKED,16:02:19,,CHECKED,17:39:08,,CHECKED,19:42:21,,CHECKED,21:39:41,,$989.81M / $989.81M
TRX_NGN,CHECKED,00:42:23,,CHECKED,05:33:48,,CHECKED,09:12:26,,CHECKED,11:32:18,,CHECKED,13:51:29,,CHECKED,16:02:19,,CHECKED,17:39:08,,CHECKED,19:42:21,,CHECKED,21:39:41,,$939.05M / $939.05M
XRP_NGN,CHECKED,00:42:23,,CHECKED,05:33:48,,CHECKED,09:12:26,,CHECKED,11:32:18,,CHECKED,13:51:29,,CHECKED,16:02:19,,CHECKED,17:39:08,,CHECKED,19:42:21,,CHECKED,21:39:41,,$117.71M / $153.69M
DASH_NGN,CHECKED,00:42:23,,CHECKED,05:33:48,,CHECKED,09:12:26,,CHECKED,11:32:18,,CHECKED,13:51:29,,CHECKED,16:02:19,,CHECKED,17:39:08,,CHECKED,19:42:21,,CHECKED,21:39:41,,$50.91M / $50.91M
LTC_NGN,CHECKED,00:42:23,,CHECKED,05:33:48,,CHECKED,09:12:26,,CHECKED,11:32:18,,CHECKED,13:51:29,,CHECKED,16:02:19,,CHECKED,17:39:08,,CHECKED,19:42:21,,CHECKED,21:39:41,,$155.21M / $155.21M
SOL_NGN,CHECKED,00:42:23,,CHECKED,05:33:48,,CHECKED,09:12:26,,CHECKED,11:32:18,,CHECKED,13:51:29,,CHECKED,16:02:19,,CHECKED,17:39:08,,CHECKED,19:42:21,,CHECKED,21:39:41,,$180.37M / $180.37M
USDC_NGN,CHECKED,00:42:23,,CHECKED,05:33:48,,CHECKED,09:12:26,,CHECKED,11:32:18,A2:HIGH,CHECKED,13:51:29,A2:HIGH,CHECKED,16:02:19,A2:HIGH,CHECKED,17:39:08,A2:HIGH,CHECKED,19:42:21,A2:HIGH,CHECKED,21:39:41,A2:HIGH,$2425.36M / $3024.92M
USDT_GHS,CHECKED,00:42:23,,CHECKED,05:33:48,,CHECKED,09:12:26,,CHECKED,11:32:18,,CHECKED,13:51:29,,CHECKED,16:02:19,,CHECKED,17:39:08,,CHECKED,19:42:21,,CHECKED,21:39:41,,$4.43M / $5.59M
