Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),DEPTH
USDC_USDT,CHECKED,01:24:42,,SKIPPED,,,CHECKED,11:55:40,,$593.2K / $830.5K
WIF_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,
XLM_USDT,CHECKED,01:24:42,,CHECKED,06:13:15,,CHECKED,11:55:40,,$25.3K / $57.3K
XRP_USDT,CHECKED,01:24:42,,CHECKED,06:13:15,,CHECKED,11:55:40,,$91.4K / $91.4K
XYO_USDT,CHECKED,01:24:42,A4:MEDIUM,CHECKED,06:13:15,A4:MEDIUM,CHECKED,11:55:40,A4:MEDIUM,$965 / $1.1K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,01:24:42,,CHECKED,06:13:15,,CHECKED,11:55:40,,$2484.24M / $2484.24M
USDT_NGN,CHECKED,01:24:42,A2:HIGH,CHECKED,06:13:15,A2:HIGH,CHECKED,11:55:40,A2:HIGH,$732.07M / $765.89M
ETH_NGN,CHECKED,01:24:42,,CHECKED,06:13:15,,CHECKED,11:55:40,,$1311.46M / $1579.18M
TRX_NGN,CHECKED,01:24:42,,CHECKED,06:13:15,,CHECKED,11:55:40,,$617.15M / $617.15M
XRP_NGN,CHECKED,01:24:42,,CHECKED,06:13:15,,CHECKED,11:55:40,,$169.59M / $169.59M
DASH_NGN,SKIPPED,,,CHECKED,06:13:15,,CHECKED,11:55:40,,$44.94M / $44.94M
LTC_NGN,CHECKED,01:24:42,,CHECKED,06:13:15,,CHECKED,11:55:40,,$193.04M / $193.04M
SOL_NGN,CHECKED,01:24:42,,CHECKED,06:13:15,,CHECKED,11:55:40,,$173.88M / $173.88M
USDC_NGN,CHECKED,01:24:42,A2:HIGH,CHECKED,06:13:15,A2:HIGH,CHECKED,11:55:40,A2:HIGH,$6168.63M / $6168.63M
USDT_GHS,CHECKED,01:24:42,,CHECKED,06:13:15,,CHECKED,11:55:40,,$2.57M / $3.15M
