Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),ISSUES (CHECK 6),DEPTH
DASH_USDT,CHECKED,00:04:54,,CHECKED,02:09:01,,CHECKED,07:14:58,,CHECKED,12:13:52,,CHECKED,18:15:42,,CHECKED,20:22:16,,$32.6K / $35.6K
DOT_USDT,CHECKED,00:04:54,,CHECKED,02:09:01,,CHECKED,07:14:58,,CHECKED,12:13:52,,CHECKED,18:15:42,,CHECKED,20:22:16,A2:HIGH,$5.9K / $5.9K
DOGE_USDT,CHECKED,00:04:54,,CHECKED,02:09:01,,CHECKED,07:14:58,,CHECKED,12:13:52,,CHECKED,18:15:42,,CHECKED,20:22:16,,$12.1K / $18.0K
ETH_USDT,CHECKED,00:04:54,,CHECKED,02:09:01,,CHECKED,07:14:58,,CHECKED,12:13:52,,CHECKED,18:15:42,,CHECKED,20:22:16,,$186.7K / $215.1K
FARTCOIN_USDT,CHECKED,00:04:54,,CHECKED,02:09:01,,CHECKED,07:14:58,,CHECKED,12:13:52,,CHECKED,18:15:42,,CHECKED,20:22:16,,$11.7K / $14.5K
FLOKI_USDT,CHECKED,00:04:54,,CHECKED,02:09:01,,CHECKED,07:14:58,,CHECKED,12:13:52,,CHECKED,18:15:42,,CHECKED,20:22:16,,$20.6K / $28.8K
HYPE_USDT,WARNING,00:04:54,A2:HIGH,CHECKED,02:09:01,A2:HIGH,WARNING,07:14:58,A2:HIGH,WARNING,12:13:52,A2:HIGH,WARNING,18:15:42,A2:HIGH,CHECKED,20:22:16,A2:HIGH,$19.3K / $35.5K
LINK_USDT,CHECKED,00:04:54,,CHECKED,02:09:01,,CHECKED,07:14:58,,CHECKED,12:13:52,,CHECKED,18:15:42,,CHECKED,20:22:16,,$35.1K / $35.1K
LSK_USDT,CHECKED,00:04:54,A4:MEDIUM,CHECKED,02:09:01,A4:MEDIUM,CHECKED,07:14:58,A4:MEDIUM,CHECKED,12:13:52,A4:MEDIUM,CHECKED,18:15:42,A4:MEDIUM,CHECKED,20:22:16,A4:MEDIUM,$239 / $288
LTC_USDT,CHECKED,00:04:54,,CHECKED,02:09:01,,CHECKED,07:14:58,,CHECKED,12:13:52,,CHECKED,18:15:42,,CHECKED,20:22:16,,$54.8K / $54.8K
NEAR_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,00:04:54,,CHECKED,02:09:01,,CHECKED,07:14:58,,CHECKED,12:13:52,,CHECKED,18:15:42,,CHECKED,20:22:16,,$29.5K / $43.2K
POL_USDT,CHECKED,00:04:54,,CHECKED,02:09:01,,CHECKED,07:14:58,,CHECKED,12:13:52,,CHECKED,18:15:42,,CHECKED,20:22:16,,$67.0K / $67.0K
RENDER_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,00:04:54,,CHECKED,02:09:01,,CHECKED,07:14:58,,CHECKED,12:13:52,,CHECKED,18:15:42,,CHECKED,20:22:16,,$26.5K / $30.4K
SLP_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SOL_USDT,CHECKED,00:04:54,,CHECKED,02:09:01,,CHECKED,07:14:58,,CHECKED,12:13:52,,CHECKED,18:15:42,,CHECKED,20:22:16,,$52.3K / $64.1K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,00:04:54,,CHECKED,02:09:01,A4:MEDIUM,CHECKED,07:14:58,,CHECKED,12:13:52,,CHECKED,18:15:42,A4:MEDIUM,CHECKED,20:22:16,A4:MEDIUM,$2.9K / $3.3K
TON_USDT,CHECKED,00:04:54,,CHECKED,02:09:01,,CHECKED,07:14:58,A4:MEDIUM,CHECKED,12:13:52,A4:MEDIUM,CHECKED,18:15:42,A4:MEDIUM,CHECKED,20:22:16,A4:MEDIUM,$2.8K / $2.9K
TRX_USDT,CHECKED,00:04:54,,CHECKED,02:09:01,,CHECKED,07:14:58,,CHECKED,12:13:52,,CHECKED,18:15:42,,CHECKED,20:22:16,,$498.6K / $510.1K
USDC_USDT,CHECKED,00:04:54,,CHECKED,02:09:01,,CHECKED,07:14:58,,CHECKED,12:13:52,,CHECKED,18:15:42,,CHECKED,20:22:16,,$701.6K / $1.07M
WIF_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
XLM_USDT,CHECKED,00:04:54,,CHECKED,02:09:01,,CHECKED,07:14:58,,CHECKED,12:13:52,,CHECKED,18:15:42,,CHECKED,20:22:16,,$59.6K / $59.6K
XRP_USDT,CHECKED,00:04:54,,CHECKED,02:09:01,,CHECKED,07:14:58,,CHECKED,12:13:52,,CHECKED,18:15:42,,CHECKED,20:22:16,,$28.5K / $31.8K
XYO_USDT,CHECKED,00:04:54,A4:MEDIUM,CHECKED,02:09:01,A4:MEDIUM,CHECKED,07:14:58,A4:MEDIUM,CHECKED,12:13:52,A4:MEDIUM,CHECKED,18:15:42,A4:MEDIUM,CHECKED,20:22:16,A4:MEDIUM,$864 / $1.2K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,00:04:54,,CHECKED,02:09:01,,CHECKED,07:14:58,,CHECKED,12:13:52,,CHECKED,18:15:42,,CHECKED,20:22:16,,$2529.33M / $2529.33M
USDT_NGN,CHECKED,00:04:54,A2:HIGH,CHECKED,02:09:01,A2:HIGH,CHECKED,07:14:58,A2:HIGH,CHECKED,12:13:52,A2:HIGH,CHECKED,18:15:42,A2:HIGH,CHECKED,20:22:16,A2:HIGH,$901.41M / $901.49M
ETH_NGN,CHECKED,00:04:54,,CHECKED,02:09:01,,CHECKED,07:14:58,,CHECKED,12:13:52,,CHECKED,18:15:42,,CHECKED,20:22:16,,$1361.89M / $1361.89M
TRX_NGN,CHECKED,00:04:54,,CHECKED,02:09:01,,CHECKED,07:14:58,,CHECKED,12:13:52,,CHECKED,18:15:42,,CHECKED,20:22:16,,$454.94M / $454.94M
XRP_NGN,CHECKED,00:04:54,,CHECKED,02:09:01,,SKIPPED,,,CHECKED,12:13:52,,CHECKED,18:15:42,,CHECKED,20:22:16,,$120.36M / $120.36M
DASH_NGN,CHECKED,00:04:54,,CHECKED,02:09:01,A2:HIGH,CHECKED,07:14:58,,CHECKED,12:13:52,,CHECKED,18:15:42,,CHECKED,20:22:16,,$46.60M / $46.60M
LTC_NGN,CHECKED,00:04:54,,CHECKED,02:09:01,,CHECKED,07:14:58,,CHECKED,12:13:52,,CHECKED,18:15:42,,CHECKED,20:22:16,,$163.87M / $272.95M
SOL_NGN,CHECKED,00:04:54,,CHECKED,02:09:01,,CHECKED,07:14:58,,CHECKED,12:13:52,,CHECKED,18:15:42,,CHECKED,20:22:16,,$280.08M / $280.08M
USDC_NGN,CHECKED,00:04:54,,CHECKED,02:09:01,,CHECKED,07:14:58,,CHECKED,12:13:52,,CHECKED,18:15:42,,CHECKED,20:22:16,A2:HIGH,$1271.60M / $1271.60M
USDT_GHS,CHECKED,00:04:54,,CHECKED,02:09:01,,CHECKED,07:14:58,,CHECKED,12:13:52,,CHECKED,18:15:42,,CHECKED,20:22:16,,$2.22M / $3.13M
