Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),DEPTH
LINK_USDT,CHECKED,02:47:26,,CHECKED,08:57:49,,CHECKED,14:19:41,,CHECKED,18:23:02,,CHECKED,21:03:21,,$40.3K / $40.3K
LSK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
LTC_USDT,CHECKED,02:47:26,,CHECKED,08:57:49,,CHECKED,14:19:41,,CHECKED,18:23:02,,SKIPPED,,,$59.0K / $59.0K
NEAR_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,02:47:26,,CHECKED,08:57:49,,CHECKED,14:19:41,,CHECKED,18:23:02,,CHECKED,21:03:21,,$34.2K / $38.4K
POL_USDT,CHECKED,02:47:26,,CHECKED,08:57:49,,CHECKED,14:19:41,,SKIPPED,,,CHECKED,21:03:21,,$106.4K / $106.4K
RENDER_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,02:47:26,,CHECKED,08:57:49,,CHECKED,14:19:41,,CHECKED,18:23:02,,SKIPPED,,,$27.2K / $27.2K
SLP_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SOL_USDT,CHECKED,02:47:26,,CHECKED,08:57:49,,CHECKED,14:19:41,,CHECKED,18:23:02,,CHECKED,21:03:21,,$66.9K / $83.9K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,02:47:26,,SKIPPED,,,CHECKED,14:19:41,A4:MEDIUM,CHECKED,18:23:02,A4:MEDIUM,WARNING,21:03:21,A2:HIGH|A4:MEDIUM,$412 / $412
TON_USDT,CHECKED,02:47:26,A4:MEDIUM,CHECKED,08:57:49,A2:HIGH|A4:MEDIUM,SKIPPED,,,CHECKED,18:23:02,A4:MEDIUM,CHECKED,21:03:21,A2:HIGH,$9.1K / $10.2K
TRX_USDT,CHECKED,02:47:26,,CHECKED,08:57:49,,CHECKED,14:19:41,,CHECKED,18:23:02,,CHECKED,21:03:21,,$309.1K / $332.7K
USDC_USDT,CHECKED,02:47:26,,SKIPPED,,,CHECKED,14:19:41,,CHECKED,18:23:02,,CHECKED,21:03:21,,$340.9K / $340.9K
WIF_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
XLM_USDT,CHECKED,02:47:26,,CHECKED,08:57:49,,CHECKED,14:19:41,A2:HIGH,CHECKED,18:23:02,,CHECKED,21:03:21,,$79.6K / $79.6K
XRP_USDT,CHECKED,02:47:26,,SKIPPED,,,CHECKED,14:19:41,,CHECKED,18:23:02,,CHECKED,21:03:21,,$12.4K / $17.6K
XYO_USDT,CHECKED,02:47:26,A4:MEDIUM,CHECKED,08:57:49,A4:MEDIUM,CHECKED,14:19:41,A4:MEDIUM,CHECKED,18:23:02,A4:MEDIUM,CHECKED,21:03:21,A4:MEDIUM,$1.1K / $1.3K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,02:47:26,,CHECKED,08:57:49,,CHECKED,14:19:41,,CHECKED,18:23:02,,CHECKED,21:03:21,,$2797.48M / $2797.48M
USDT_NGN,CHECKED,02:47:26,A2:HIGH,CHECKED,08:57:49,A2:HIGH,CHECKED,14:19:41,A2:HIGH,CHECKED,18:23:02,A2:HIGH,CHECKED,21:03:21,A2:HIGH,$846.90M / $1604.87M
ETH_NGN,CHECKED,02:47:26,,CHECKED,08:57:49,,CHECKED,14:19:41,,CHECKED,18:23:02,,CHECKED,21:03:21,,$1534.06M / $1534.06M
TRX_NGN,SKIPPED,,,SKIPPED,,,CHECKED,14:19:41,,CHECKED,18:23:02,,CHECKED,21:03:21,,$496.32M / $496.32M
XRP_NGN,CHECKED,02:47:26,,CHECKED,08:57:49,,CHECKED,14:19:41,,CHECKED,18:23:02,,CHECKED,21:03:21,,$120.59M / $120.59M
DASH_NGN,CHECKED,02:47:26,,CHECKED,08:57:49,,CHECKED,14:19:41,,CHECKED,18:23:02,,SKIPPED,,,$50.78M / $50.78M
LTC_NGN,CHECKED,02:47:26,,SKIPPED,,,CHECKED,14:19:41,,CHECKED,18:23:02,,CHECKED,21:03:21,,$178.13M / $178.13M
SOL_NGN,CHECKED,02:47:26,,CHECKED,08:57:49,,CHECKED,14:19:41,,CHECKED,18:23:02,,CHECKED,21:03:21,,$96.62M / $96.62M
USDC_NGN,CHECKED,02:47:26,A2:HIGH,SKIPPED,,,CHECKED,14:19:41,A2:HIGH,CHECKED,18:23:02,A2:HIGH,CHECKED,21:03:21,A2:HIGH,$31.05M / $512.56M
USDT_GHS,CHECKED,02:47:26,,SKIPPED,,,CHECKED,14:19:41,,CHECKED,18:23:02,,CHECKED,21:03:21,,$4.42M / $5.74M
