Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),DEPTH
LINK_USDT,CHECKED,00:21:22,,CHECKED,01:22:04,,CHECKED,05:06:47,,CHECKED,08:16:17,,$41.9K / $46.6K
LSK_USDT,CHECKED,00:21:22,,CHECKED,01:22:04,,CHECKED,05:06:47,,CHECKED,08:16:17,,$10.1K / $12.3K
LTC_USDT,CHECKED,00:21:22,,CHECKED,01:22:04,,CHECKED,05:06:47,,CHECKED,08:16:17,,$96.4K / $96.4K
NEAR_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,00:21:22,,CHECKED,01:22:04,,CHECKED,05:06:47,,CHECKED,08:16:17,,$15.6K / $20.0K
POL_USDT,CHECKED,00:21:22,,CHECKED,01:22:04,,CHECKED,05:06:47,,CHECKED,08:16:17,,$120.1K / $144.6K
RENDER_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,00:21:22,,CHECKED,01:22:04,,CHECKED,05:06:47,,CHECKED,08:16:17,,$33.6K / $33.6K
SLP_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SOL_USDT,CHECKED,00:21:22,,CHECKED,01:22:04,,CHECKED,05:06:47,,CHECKED,08:16:17,,$35.5K / $53.4K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,00:21:22,,CHECKED,01:22:04,A4:MEDIUM,CHECKED,05:06:47,,CHECKED,08:16:17,A4:MEDIUM,$4.9K / $5.7K
TON_USDT,CHECKED,00:21:22,A4:MEDIUM,CHECKED,01:22:04,A4:MEDIUM,CHECKED,05:06:47,A4:MEDIUM,CHECKED,08:16:17,,$6.5K / $7.6K
TRX_USDT,CHECKED,00:21:22,,CHECKED,01:22:04,,CHECKED,05:06:47,,CHECKED,08:16:17,,$783.7K / $783.7K
USDC_USDT,CHECKED,00:21:22,,CHECKED,01:22:04,,CHECKED,05:06:47,,CHECKED,08:16:17,,$946.9K / $1.35M
WIF_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
XLM_USDT,CHECKED,00:21:22,,CHECKED,01:22:04,,CHECKED,05:06:47,,CHECKED,08:16:17,,$119.9K / $119.9K
XRP_USDT,CHECKED,00:21:22,,CHECKED,01:22:04,,CHECKED,05:06:47,,CHECKED,08:16:17,,$98.4K / $98.4K
XYO_USDT,CHECKED,00:21:22,A4:MEDIUM,CHECKED,01:22:04,A4:MEDIUM,CHECKED,05:06:47,A4:MEDIUM,CHECKED,08:16:17,A4:MEDIUM,$1.2K / $1.6K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,00:21:22,,CHECKED,01:22:04,,CHECKED,05:06:47,,CHECKED,08:16:17,,$2091.89M / $2091.89M
USDT_NGN,CHECKED,00:21:22,A2:HIGH,CHECKED,01:22:04,A2:HIGH,CHECKED,05:06:47,A2:HIGH,CHECKED,08:16:17,A2:HIGH,$1629.77M / $3301.52M
ETH_NGN,CHECKED,00:21:22,,CHECKED,01:22:04,,CHECKED,05:06:47,,CHECKED,08:16:17,,$2108.46M / $2108.46M
TRX_NGN,CHECKED,00:21:22,,CHECKED,01:22:04,,CHECKED,05:06:47,,CHECKED,08:16:17,,$876.72M / $876.72M
XRP_NGN,CHECKED,00:21:22,,CHECKED,01:22:04,,CHECKED,05:06:47,,CHECKED,08:16:17,,$158.54M / $158.54M
DASH_NGN,CHECKED,00:21:22,,CHECKED,01:22:04,,CHECKED,05:06:47,,CHECKED,08:16:17,,$50.39M / $50.39M
LTC_NGN,CHECKED,00:21:22,,CHECKED,01:22:04,,CHECKED,05:06:47,,CHECKED,08:16:17,,$246.68M / $246.68M
SOL_NGN,CHECKED,00:21:22,,CHECKED,01:22:04,,CHECKED,05:06:47,,CHECKED,08:16:17,,$155.47M / $155.47M
USDC_NGN,CHECKED,00:21:22,,CHECKED,01:22:04,,CHECKED,05:06:47,,CHECKED,08:16:17,,$2620.07M / $2620.07M
USDT_GHS,CHECKED,00:21:22,,CHECKED,01:22:04,,CHECKED,05:06:47,,CHECKED,08:16:17,,$4.57M / $5.74M
