Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),DEPTH
XYO_USDT,CHECKED,01:24:35,A4:MEDIUM,CHECKED,05:58:49,A4:MEDIUM,CHECKED,10:56:12,A4:MEDIUM,CHECKED,20:27:45,A4:MEDIUM,CHECKED,22:46:38,A4:MEDIUM,$697 / $888
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,01:24:35,,CHECKED,05:58:49,,CHECKED,10:56:12,,CHECKED,20:27:45,A2:HIGH,CHECKED,22:46:38,,$2339.92M / $2339.92M
USDT_NGN,CHECKED,01:24:35,A2:HIGH,CHECKED,05:58:49,A2:HIGH,CHECKED,10:56:12,A2:HIGH,CHECKED,20:27:45,A2:HIGH,CHECKED,22:46:38,A2:HIGH,$3717.26M / $5388.16M
ETH_NGN,CHECKED,01:24:35,,CHECKED,05:58:49,,CHECKED,10:56:12,,SKIPPED,,,CHECKED,22:46:38,,$1091.21M / $1091.21M
TRX_NGN,CHECKED,01:24:35,,CHECKED,05:58:49,,CHECKED,10:56:12,,CHECKED,20:27:45,,CHECKED,22:46:38,A2:HIGH,$271.90M / $271.90M
XRP_NGN,CHECKED,01:24:35,,CHECKED,05:58:49,,CHECKED,10:56:12,,CHECKED,20:27:45,,CHECKED,22:46:38,,$85.93M / $100.54M
DASH_NGN,CHECKED,01:24:35,,CHECKED,05:58:49,,CHECKED,10:56:12,,SKIPPED,,,CHECKED,22:46:38,,$77.00M / $77.00M
LTC_NGN,CHECKED,01:24:35,,CHECKED,05:58:49,,CHECKED,10:56:12,,CHECKED,20:27:45,,CHECKED,22:46:38,,$171.50M / $171.50M
SOL_NGN,CHECKED,01:24:35,,CHECKED,05:58:49,,CHECKED,10:56:12,,CHECKED,20:27:45,,CHECKED,22:46:38,,$138.34M / $138.34M
USDC_NGN,CHECKED,01:24:35,A2:HIGH,CHECKED,05:58:49,A2:HIGH,CHECKED,10:56:12,A2:HIGH,SKIPPED,,,CHECKED,22:46:38,A2:HIGH,$1387.36M / $2925.51M
USDT_GHS,CHECKED,01:24:35,,CHECKED,05:58:49,,CHECKED,10:56:12,,SKIPPED,,,CHECKED,22:46:38,,$2.17M / $2.89M
