Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),ISSUES (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),ISSUES (CHECK 7),STATUS (CHECK 8),TIME (CHECK 8),ISSUES (CHECK 8),DEPTH
NEAR_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,00:44:37,,CHECKED,05:32:46,,CHECKED,09:49:57,,CHECKED,13:15:29,,CHECKED,16:10:57,,CHECKED,18:17:41,,CHECKED,19:55:40,,CHECKED,21:50:46,,$16.3K / $19.9K
POL_USDT,CHECKED,00:44:37,,CHECKED,05:32:46,,CHECKED,09:49:57,,CHECKED,13:15:29,,CHECKED,16:10:57,,CHECKED,18:17:41,,CHECKED,19:55:40,,CHECKED,21:50:46,,$61.3K / $79.1K
RENDER_USDT,CHECKED,00:44:37,,CHECKED,05:32:46,,CHECKED,09:49:57,A4:MEDIUM,CHECKED,13:15:29,A4:MEDIUM,CHECKED,16:10:57,,CHECKED,18:17:41,,CHECKED,19:55:40,,CHECKED,21:50:46,,$8.7K / $9.5K
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,00:44:37,,CHECKED,05:32:46,,CHECKED,09:49:57,,CHECKED,13:15:29,,CHECKED,16:10:57,,CHECKED,18:17:41,,CHECKED,19:55:40,,CHECKED,21:50:46,,$19.6K / $20.4K
SLP_USDT,CHECKED,00:44:37,,CHECKED,05:32:46,A4:MEDIUM,WARNING,09:49:57,A2:HIGH|A4:MEDIUM,CHECKED,13:15:29,A4:MEDIUM,CHECKED,16:10:57,,WARNING,18:17:41,A2:HIGH|A4:MEDIUM,CHECKED,19:55:40,,CHECKED,21:50:46,,$5.1K / $5.7K
SOL_USDT,CHECKED,00:44:37,,CHECKED,05:32:46,,CHECKED,09:49:57,,CHECKED,13:15:29,,CHECKED,16:10:57,,CHECKED,18:17:41,,CHECKED,19:55:40,,CHECKED,21:50:46,,$21.3K / $31.7K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,00:44:37,,CHECKED,05:32:46,,CHECKED,09:49:57,A4:MEDIUM,CHECKED,13:15:29,A4:MEDIUM,CHECKED,16:10:57,A4:MEDIUM,CHECKED,18:17:41,A4:MEDIUM,CHECKED,19:55:40,A4:MEDIUM,CHECKED,21:50:46,A4:MEDIUM,$2.8K / $3.3K
TON_USDT,CHECKED,00:44:37,A4:MEDIUM,CHECKED,05:32:46,A4:MEDIUM,CHECKED,09:49:57,,CHECKED,13:15:29,A4:MEDIUM,CHECKED,16:10:57,,CHECKED,18:17:41,A4:MEDIUM,CHECKED,19:55:40,A4:MEDIUM,CHECKED,21:50:46,A4:MEDIUM,$3.2K / $3.9K
TRX_USDT,CHECKED,00:44:37,,CHECKED,05:32:46,,CHECKED,09:49:57,,CHECKED,13:15:29,,CHECKED,16:10:57,,CHECKED,18:17:41,,CHECKED,19:55:40,,CHECKED,21:50:46,,$305.1K / $305.1K
USDC_USDT,CHECKED,00:44:37,,CHECKED,05:32:46,,CHECKED,09:49:57,,CHECKED,13:15:29,,CHECKED,16:10:57,,CHECKED,18:17:41,,CHECKED,19:55:40,,CHECKED,21:50:46,,$104.0K / $104.0K
WIF_USDT,CHECKED,00:44:37,A4:MEDIUM,CHECKED,05:32:46,A4:MEDIUM,CHECKED,09:49:57,A4:MEDIUM,CHECKED,13:15:29,A4:MEDIUM,CHECKED,16:10:57,A4:MEDIUM,CHECKED,18:17:41,A4:MEDIUM,CHECKED,19:55:40,A4:MEDIUM,CHECKED,21:50:46,A4:MEDIUM,$4.0K / $4.2K
XLM_USDT,CHECKED,00:44:37,,CHECKED,05:32:46,,CHECKED,09:49:57,,CHECKED,13:15:29,,CHECKED,16:10:57,,CHECKED,18:17:41,,CHECKED,19:55:40,,CHECKED,21:50:46,,$77.7K / $77.7K
XRP_USDT,CHECKED,00:44:37,,CHECKED,05:32:46,,CHECKED,09:49:57,,CHECKED,13:15:29,,WARNING,16:10:57,A3:CRITICAL|A2:HIGH|A2:HIGH,CHECKED,18:17:41,,CHECKED,19:55:40,,CHECKED,21:50:46,,$50.0K / $50.0K
XYO_USDT,CHECKED,00:44:37,A4:MEDIUM,CHECKED,05:32:46,A4:MEDIUM,CHECKED,09:49:57,A4:MEDIUM,CHECKED,13:15:29,A4:MEDIUM,CHECKED,16:10:57,A4:MEDIUM,CHECKED,18:17:41,A4:MEDIUM,CHECKED,19:55:40,A4:MEDIUM,CHECKED,21:50:46,A4:MEDIUM,$1.8K / $2.2K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,00:44:37,,CHECKED,05:32:46,,CHECKED,09:49:57,,CHECKED,13:15:29,,CHECKED,16:10:57,,CHECKED,18:17:41,,CHECKED,19:55:40,,CHECKED,21:50:46,,$1802.55M / $1802.55M
USDT_NGN,CHECKED,00:44:37,,CHECKED,05:32:46,,CHECKED,09:49:57,A2:HIGH,CHECKED,13:15:29,A2:HIGH,CHECKED,16:10:57,A2:HIGH,CHECKED,18:17:41,,CHECKED,19:55:40,,CHECKED,21:50:46,A2:HIGH,$963.66M / $1903.93M
ETH_NGN,CHECKED,00:44:37,,CHECKED,05:32:46,,CHECKED,09:49:57,,CHECKED,13:15:29,,CHECKED,16:10:57,,CHECKED,18:17:41,,CHECKED,19:55:40,,CHECKED,21:50:46,,$1327.27M / $1327.27M
TRX_NGN,CHECKED,00:44:37,,CHECKED,05:32:46,,CHECKED,09:49:57,,CHECKED,13:15:29,,CHECKED,16:10:57,,CHECKED,18:17:41,,CHECKED,19:55:40,,CHECKED,21:50:46,,$456.54M / $456.54M
XRP_NGN,CHECKED,00:44:37,,CHECKED,05:32:46,,CHECKED,09:49:57,,CHECKED,13:15:29,,CHECKED,16:10:57,,CHECKED,18:17:41,,CHECKED,19:55:40,,CHECKED,21:50:46,,$104.65M / $104.65M
DASH_NGN,CHECKED,00:44:37,,CHECKED,05:32:46,,CHECKED,09:49:57,,CHECKED,13:15:29,,CHECKED,16:10:57,,CHECKED,18:17:41,,CHECKED,19:55:40,,CHECKED,21:50:46,,$27.37M / $27.37M
LTC_NGN,CHECKED,00:44:37,,CHECKED,05:32:46,,CHECKED,09:49:57,,CHECKED,13:15:29,,CHECKED,16:10:57,,CHECKED,18:17:41,,CHECKED,19:55:40,,CHECKED,21:50:46,,$169.53M / $169.53M
SOL_NGN,CHECKED,00:44:37,,CHECKED,05:32:46,,CHECKED,09:49:57,,CHECKED,13:15:29,,CHECKED,16:10:57,,CHECKED,18:17:41,,CHECKED,19:55:40,,CHECKED,21:50:46,,$115.24M / $115.24M
USDC_NGN,CHECKED,00:44:37,,CHECKED,05:32:46,A2:HIGH,CHECKED,09:49:57,A2:HIGH,CHECKED,13:15:29,,CHECKED,16:10:57,,CHECKED,18:17:41,A2:HIGH,CHECKED,19:55:40,A2:HIGH,CHECKED,21:50:46,A2:HIGH,$1369.47M / $1369.47M
USDT_GHS,CHECKED,00:44:37,,CHECKED,05:32:46,,CHECKED,09:49:57,,CHECKED,13:15:29,,CHECKED,16:10:57,,CHECKED,18:17:41,,CHECKED,19:55:40,,CHECKED,21:50:46,,$3.18M / $3.98M
