Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),ISSUES (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),ISSUES (CHECK 7),STATUS (CHECK 8),TIME (CHECK 8),ISSUES (CHECK 8),STATUS (CHECK 9),TIME (CHECK 9),ISSUES (CHECK 9),DEPTH
DASH_USDT,CHECKED,00:10:21,,CHECKED,01:07:36,,CHECKED,04:07:56,,CHECKED,06:17:32,,CHECKED,07:56:31,,WARNING,09:51:42,A2:HIGH|A4:MEDIUM,CHECKED,11:37:23,,CHECKED,13:09:18,,CHECKED,14:57:11,,$9.2K / $13.4K
DOT_USDT,CHECKED,00:10:21,,CHECKED,01:07:36,,CHECKED,04:07:56,,CHECKED,06:17:32,,CHECKED,07:56:31,,CHECKED,09:51:42,,CHECKED,11:37:23,,CHECKED,13:09:18,,CHECKED,14:57:11,,$10.2K / $10.2K
DOGE_USDT,CHECKED,00:10:21,,CHECKED,01:07:36,,CHECKED,04:07:56,,CHECKED,06:17:32,,CHECKED,07:56:31,,CHECKED,09:51:42,,CHECKED,11:37:23,,CHECKED,13:09:18,,CHECKED,14:57:11,,$7.9K / $9.5K
ETH_USDT,CHECKED,00:10:21,,CHECKED,01:07:36,,CHECKED,04:07:56,,CHECKED,06:17:32,,CHECKED,07:56:31,,CHECKED,09:51:42,,CHECKED,11:37:23,,CHECKED,13:09:18,,CHECKED,14:57:11,,$217.8K / $293.7K
FARTCOIN_USDT,CHECKED,00:10:21,,CHECKED,01:07:36,,CHECKED,04:07:56,,CHECKED,06:17:32,,CHECKED,07:56:31,,CHECKED,09:51:42,,CHECKED,11:37:23,,CHECKED,13:09:18,,CHECKED,14:57:11,,$15.9K / $17.6K
FLOKI_USDT,SKIPPED,,,CHECKED,01:07:36,,CHECKED,04:07:56,,CHECKED,06:17:32,,CHECKED,07:56:31,,CHECKED,09:51:42,,CHECKED,11:37:23,,CHECKED,13:09:18,,CHECKED,14:57:11,,$12.3K / $13.7K
HYPE_USDT,WARNING,00:10:21,A2:HIGH,WARNING,01:07:36,A2:HIGH,WARNING,04:07:56,A2:HIGH,CHECKED,06:17:32,A2:HIGH,WARNING,07:56:31,A2:HIGH,WARNING,09:51:42,A2:HIGH,WARNING,11:37:23,A2:HIGH,WARNING,13:09:18,A2:HIGH,CHECKED,14:57:11,A2:HIGH,$27.0K / $30.3K
LINK_USDT,CHECKED,00:10:21,,CHECKED,01:07:36,,CHECKED,04:07:56,,CHECKED,06:17:32,,CHECKED,07:56:31,,CHECKED,09:51:42,,CHECKED,11:37:23,,CHECKED,13:09:18,,CHECKED,14:57:11,A2:HIGH,$36.0K / $36.0K
LSK_USDT,CHECKED,00:10:21,,CHECKED,01:07:36,,CHECKED,04:07:56,,CHECKED,06:17:32,A4:MEDIUM,CHECKED,07:56:31,,CHECKED,09:51:42,A4:MEDIUM,CHECKED,11:37:23,A4:MEDIUM,CHECKED,13:09:18,,CHECKED,14:57:11,,$7.9K / $10.8K
LTC_USDT,CHECKED,00:10:21,,CHECKED,01:07:36,,CHECKED,04:07:56,,CHECKED,06:17:32,,CHECKED,07:56:31,,CHECKED,09:51:42,,CHECKED,11:37:23,,CHECKED,13:09:18,,CHECKED,14:57:11,,$51.5K / $51.5K
NEAR_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,00:10:21,,CHECKED,01:07:36,,CHECKED,04:07:56,,CHECKED,06:17:32,,CHECKED,07:56:31,,CHECKED,09:51:42,,CHECKED,11:37:23,,CHECKED,13:09:18,,CHECKED,14:57:11,,$26.3K / $31.1K
POL_USDT,CHECKED,00:10:21,,CHECKED,01:07:36,,CHECKED,04:07:56,,CHECKED,06:17:32,,CHECKED,07:56:31,,CHECKED,09:51:42,,CHECKED,11:37:23,,CHECKED,13:09:18,,CHECKED,14:57:11,,$75.5K / $89.4K
RENDER_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,00:10:21,,CHECKED,01:07:36,,CHECKED,04:07:56,,CHECKED,06:17:32,,CHECKED,07:56:31,,CHECKED,09:51:42,,CHECKED,11:37:23,,CHECKED,13:09:18,,CHECKED,14:57:11,,$40.1K / $40.1K
SLP_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SOL_USDT,CHECKED,00:10:21,,CHECKED,01:07:36,,CHECKED,04:07:56,,CHECKED,06:17:32,,CHECKED,07:56:31,,CHECKED,09:51:42,,CHECKED,11:37:23,,CHECKED,13:09:18,,CHECKED,14:57:11,,$42.5K / $50.5K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,00:10:21,A4:MEDIUM,CHECKED,01:07:36,,CHECKED,04:07:56,A4:MEDIUM,CHECKED,06:17:32,A4:MEDIUM,CHECKED,07:56:31,A4:MEDIUM,CHECKED,09:51:42,A4:MEDIUM,CHECKED,11:37:23,,CHECKED,13:09:18,A4:MEDIUM,CHECKED,14:57:11,,$5.9K / $6.3K
TON_USDT,CHECKED,00:10:21,,CHECKED,01:07:36,,CHECKED,04:07:56,A4:MEDIUM,CHECKED,06:17:32,,CHECKED,07:56:31,A4:MEDIUM,CHECKED,09:51:42,A4:MEDIUM,CHECKED,11:37:23,,CHECKED,13:09:18,A4:MEDIUM,CHECKED,14:57:11,A4:MEDIUM,$4.5K / $5.4K
TRX_USDT,CHECKED,00:10:21,,CHECKED,01:07:36,,CHECKED,04:07:56,,CHECKED,06:17:32,,CHECKED,07:56:31,,CHECKED,09:51:42,,CHECKED,11:37:23,,CHECKED,13:09:18,,CHECKED,14:57:11,,$668.6K / $668.6K
USDC_USDT,CHECKED,00:10:21,,CHECKED,01:07:36,,CHECKED,04:07:56,,CHECKED,06:17:32,,CHECKED,07:56:31,,CHECKED,09:51:42,,CHECKED,11:37:23,,CHECKED,13:09:18,,CHECKED,14:57:11,,$822.6K / $822.6K
WIF_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
XLM_USDT,CHECKED,00:10:21,,CHECKED,01:07:36,,CHECKED,04:07:56,,CHECKED,06:17:32,,CHECKED,07:56:31,,CHECKED,09:51:42,,CHECKED,11:37:23,,CHECKED,13:09:18,,CHECKED,14:57:11,,$104.0K / $104.0K
XRP_USDT,CHECKED,00:10:21,,CHECKED,01:07:36,,CHECKED,04:07:56,,CHECKED,06:17:32,,CHECKED,07:56:31,,CHECKED,09:51:42,,CHECKED,11:37:23,,CHECKED,13:09:18,,CHECKED,14:57:11,,$68.4K / $68.4K
XYO_USDT,CHECKED,00:10:21,A4:MEDIUM,CHECKED,01:07:36,A4:MEDIUM,CHECKED,04:07:56,A4:MEDIUM,CHECKED,06:17:32,A4:MEDIUM,CHECKED,07:56:31,A4:MEDIUM,CHECKED,09:51:42,A4:MEDIUM,CHECKED,11:37:23,A4:MEDIUM,CHECKED,13:09:18,A4:MEDIUM,CHECKED,14:57:11,A4:MEDIUM,$1.5K / $2.0K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,00:10:21,,CHECKED,01:07:36,,CHECKED,04:07:56,,CHECKED,06:17:32,,CHECKED,07:56:31,,CHECKED,09:51:42,,CHECKED,11:37:23,,CHECKED,13:09:18,,CHECKED,14:57:11,,$1966.02M / $1966.02M
USDT_NGN,CHECKED,00:10:21,A2:HIGH,CHECKED,01:07:36,A2:HIGH,CHECKED,04:07:56,A2:HIGH,CHECKED,06:17:32,A2:HIGH,CHECKED,07:56:31,A2:HIGH,CHECKED,09:51:42,A2:HIGH,CHECKED,11:37:23,A2:HIGH,CHECKED,13:09:18,A2:HIGH,CHECKED,14:57:11,A2:HIGH,$2372.52M / $2372.52M
ETH_NGN,CHECKED,00:10:21,,CHECKED,01:07:36,,CHECKED,04:07:56,,CHECKED,06:17:32,,CHECKED,07:56:31,,CHECKED,09:51:42,,CHECKED,11:37:23,,CHECKED,13:09:18,,CHECKED,14:57:11,,$1578.14M / $1578.14M
TRX_NGN,CHECKED,00:10:21,,CHECKED,01:07:36,,CHECKED,04:07:56,,CHECKED,06:17:32,,CHECKED,07:56:31,,CHECKED,09:51:42,,CHECKED,11:37:23,A2:HIGH,CHECKED,13:09:18,A2:HIGH,CHECKED,14:57:11,,$947.93M / $947.93M
XRP_NGN,CHECKED,00:10:21,,CHECKED,01:07:36,,CHECKED,04:07:56,,CHECKED,06:17:32,,CHECKED,07:56:31,,CHECKED,09:51:42,,CHECKED,11:37:23,,CHECKED,13:09:18,,CHECKED,14:57:11,,$87.19M / $87.19M
DASH_NGN,CHECKED,00:10:21,,CHECKED,01:07:36,,CHECKED,04:07:56,,CHECKED,06:17:32,,CHECKED,07:56:31,,CHECKED,09:51:42,,CHECKED,11:37:23,,CHECKED,13:09:18,,CHECKED,14:57:11,,$45.21M / $45.21M
LTC_NGN,CHECKED,00:10:21,,CHECKED,01:07:36,,CHECKED,04:07:56,,CHECKED,06:17:32,,CHECKED,07:56:31,,CHECKED,09:51:42,,CHECKED,11:37:23,,CHECKED,13:09:18,,CHECKED,14:57:11,,$211.65M / $211.65M
SOL_NGN,CHECKED,00:10:21,,CHECKED,01:07:36,,CHECKED,04:07:56,,CHECKED,06:17:32,,CHECKED,07:56:31,,CHECKED,09:51:42,,CHECKED,11:37:23,,CHECKED,13:09:18,,CHECKED,14:57:11,,$229.99M / $229.99M
USDC_NGN,CHECKED,00:10:21,,CHECKED,01:07:36,,CHECKED,04:07:56,,CHECKED,06:17:32,,CHECKED,07:56:31,,CHECKED,09:51:42,A2:HIGH,CHECKED,11:37:23,,CHECKED,13:09:18,,CHECKED,14:57:11,,$3168.08M / $3168.08M
USDT_GHS,CHECKED,00:10:21,,CHECKED,01:07:36,,CHECKED,04:07:56,,CHECKED,06:17:32,,CHECKED,07:56:31,,CHECKED,09:51:42,,CHECKED,11:37:23,,CHECKED,13:09:18,,CHECKED,14:57:11,,$2.40M / $3.33M
