Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),ISSUES (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),ISSUES (CHECK 7),DEPTH
DASH_USDT,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$23.3K / $27.0K
DOT_USDT,CHECKED,01:18:57,A2:HIGH,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$11.8K / $14.8K
DOGE_USDT,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$17.0K / $24.3K
ETH_USDT,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$117.5K / $161.2K
FARTCOIN_USDT,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$19.5K / $21.6K
FLOKI_USDT,CHECKED,01:18:57,,WARNING,04:47:39,A2:HIGH,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$13.8K / $17.0K
HYPE_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
LINK_USDT,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$42.5K / $49.7K
LSK_USDT,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,A4:MEDIUM,CHECKED,15:49:06,,CHECKED,17:59:37,,$8.7K / $10.5K
LTC_USDT,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$100.5K / $100.5K
NEAR_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$25.2K / $30.1K
POL_USDT,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$108.2K / $139.7K
RENDER_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$38.7K / $39.4K
SLP_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SOL_USDT,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$31.5K / $42.9K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,01:18:57,A4:MEDIUM,CHECKED,04:47:39,A4:MEDIUM,CHECKED,07:49:35,A4:MEDIUM,CHECKED,11:04:35,A4:MEDIUM,CHECKED,13:21:52,A4:MEDIUM,CHECKED,15:49:06,A4:MEDIUM,CHECKED,17:59:37,,$5.9K / $6.2K
TON_USDT,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,A4:MEDIUM,CHECKED,13:21:52,,CHECKED,15:49:06,A4:MEDIUM,CHECKED,17:59:37,,$6.7K / $8.3K
TRX_USDT,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$641.3K / $641.3K
USDC_USDT,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$1.12M / $1.12M
WIF_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
XLM_USDT,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$49.6K / $49.6K
XRP_USDT,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$96.8K / $101.7K
XYO_USDT,CHECKED,01:18:57,A4:MEDIUM,CHECKED,04:47:39,A4:MEDIUM,CHECKED,07:49:35,A4:MEDIUM,CHECKED,11:04:35,A4:MEDIUM,CHECKED,13:21:52,A4:MEDIUM,CHECKED,15:49:06,A4:MEDIUM,CHECKED,17:59:37,A4:MEDIUM,$1.2K / $1.6K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$3409.57M / $3409.57M
USDT_NGN,CHECKED,01:18:57,A2:HIGH,CHECKED,04:47:39,A2:HIGH,CHECKED,07:49:35,A2:HIGH,CHECKED,11:04:35,A2:HIGH,CHECKED,13:21:52,A2:HIGH,CHECKED,15:49:06,A2:HIGH,CHECKED,17:59:37,A2:HIGH,$248.27M / $248.27M
ETH_NGN,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,A2:HIGH,CHECKED,17:59:37,,$2100.42M / $2100.42M
TRX_NGN,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$906.78M / $906.78M
XRP_NGN,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$197.66M / $197.66M
DASH_NGN,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,A2:HIGH,CHECKED,15:49:06,A2:HIGH,CHECKED,17:59:37,,$51.52M / $51.52M
LTC_NGN,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$207.31M / $207.31M
SOL_NGN,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$100.81M / $100.81M
USDC_NGN,CHECKED,01:18:57,A2:HIGH,CHECKED,04:47:39,A2:HIGH,CHECKED,07:49:35,A2:HIGH,CHECKED,11:04:35,A2:HIGH,CHECKED,13:21:52,A2:HIGH,CHECKED,15:49:06,A2:HIGH,CHECKED,17:59:37,A2:HIGH,$1827.01M / $2469.19M
USDT_GHS,CHECKED,01:18:57,,CHECKED,04:47:39,,CHECKED,07:49:35,,CHECKED,11:04:35,,CHECKED,13:21:52,,CHECKED,15:49:06,,CHECKED,17:59:37,,$4.50M / $5.97M
