Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),DEPTH
SLP_USDT,CHECKED,02:10:23,A4:MEDIUM,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,,$6.3K / $7.0K
SOL_USDT,CHECKED,02:10:23,A2:HIGH|A4:MEDIUM,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,,$17.4K / $20.5K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,02:10:23,A4:MEDIUM,CHECKED,06:06:29,A4:MEDIUM,CHECKED,09:35:20,A4:MEDIUM,CHECKED,17:52:35,A4:MEDIUM,$4.4K / $4.9K
TON_USDT,CHECKED,02:10:23,A4:MEDIUM,CHECKED,06:06:29,A4:MEDIUM,CHECKED,09:35:20,A4:MEDIUM,CHECKED,17:52:35,A4:MEDIUM,$3.0K / $4.5K
TRX_USDT,CHECKED,02:10:23,,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,,$324.6K / $324.6K
USDC_USDT,CHECKED,02:10:23,,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,,$1.09M / $1.57M
WIF_USDT,CHECKED,02:10:23,,CHECKED,06:06:29,A4:MEDIUM,CHECKED,09:35:20,A4:MEDIUM,CHECKED,17:52:35,,$7.9K / $8.8K
XLM_USDT,CHECKED,02:10:23,,CHECKED,06:06:29,A2:HIGH,CHECKED,09:35:20,,CHECKED,17:52:35,,$63.1K / $63.1K
XRP_USDT,CHECKED,02:10:23,,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,,$82.3K / $82.3K
XYO_USDT,CHECKED,02:10:23,A4:MEDIUM,CHECKED,06:06:29,A4:MEDIUM,CHECKED,09:35:20,A4:MEDIUM,CHECKED,17:52:35,A4:MEDIUM,$1.1K / $1.3K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,02:10:23,,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,,$1625.78M / $1625.78M
USDT_NGN,CHECKED,02:10:23,,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,,$2337.31M / $2337.31M
ETH_NGN,CHECKED,02:10:23,A2:HIGH,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,,$1187.52M / $1187.52M
TRX_NGN,CHECKED,02:10:23,,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,,$619.87M / $619.87M
XRP_NGN,CHECKED,02:10:23,,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,,$102.71M / $102.71M
DASH_NGN,CHECKED,02:10:23,,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,,$28.87M / $28.87M
LTC_NGN,CHECKED,02:10:23,,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,,$170.72M / $170.72M
SOL_NGN,CHECKED,02:10:23,,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,,$137.85M / $137.85M
USDC_NGN,CHECKED,02:10:23,,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,A2:HIGH,$14.17M / $14.17M
USDT_GHS,CHECKED,02:10:23,,CHECKED,06:06:29,,CHECKED,09:35:20,,CHECKED,17:52:35,,$3.70M / $4.75M
