Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),ISSUES (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),ISSUES (CHECK 7),DEPTH
DASH_USDT,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,WARNING,07:40:40,A2:HIGH,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,$24.1K / $26.1K
DOT_USDT,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,$7.1K / $7.1K
DOGE_USDT,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,$13.6K / $15.0K
ETH_USDT,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,$123.4K / $132.9K
FARTCOIN_USDT,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,$25.8K / $28.7K
FLOKI_USDT,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,$14.9K / $18.0K
HYPE_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
LINK_USDT,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,$30.1K / $33.8K
LSK_USDT,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,A4:MEDIUM,WARNING,13:00:51,A2:HIGH|A4:MEDIUM,WARNING,15:32:31,A2:HIGH|A4:MEDIUM,$1.4K / $1.4K
LTC_USDT,CHECKED,00:21:14,A2:HIGH,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,$53.8K / $53.8K
NEAR_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,$22.4K / $27.3K
POL_USDT,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,$76.7K / $82.4K
RENDER_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,$19.5K / $19.5K
SLP_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SOL_USDT,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,$13.4K / $15.2K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,00:21:14,A4:MEDIUM,CHECKED,01:18:12,,CHECKED,04:48:14,A4:MEDIUM,CHECKED,07:40:40,A4:MEDIUM,CHECKED,10:36:55,A4:MEDIUM,CHECKED,13:00:51,,CHECKED,15:32:31,A4:MEDIUM,$3.8K / $3.8K
TON_USDT,CHECKED,00:21:14,A2:HIGH|A4:MEDIUM,CHECKED,01:18:12,A4:MEDIUM,WARNING,04:48:14,A2:HIGH,CHECKED,07:40:40,A4:MEDIUM,CHECKED,10:36:55,,CHECKED,13:00:51,A4:MEDIUM,CHECKED,15:32:31,,$5.4K / $6.5K
TRX_USDT,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,$440.8K / $440.8K
USDC_USDT,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,$591.5K / $847.1K
WIF_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
XLM_USDT,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,$65.3K / $65.3K
XRP_USDT,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,$57.0K / $57.0K
XYO_USDT,CHECKED,00:21:14,A4:MEDIUM,CHECKED,01:18:12,A4:MEDIUM,CHECKED,04:48:14,A4:MEDIUM,CHECKED,07:40:40,A4:MEDIUM,CHECKED,10:36:55,A4:MEDIUM,CHECKED,13:00:51,A4:MEDIUM,CHECKED,15:32:31,A4:MEDIUM,$641 / $786
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,$1927.63M / $1927.63M
USDT_NGN,CHECKED,00:21:14,A2:HIGH,CHECKED,01:18:12,A2:HIGH,CHECKED,04:48:14,A2:HIGH,CHECKED,07:40:40,A2:HIGH,CHECKED,10:36:55,A2:HIGH,CHECKED,13:00:51,A2:HIGH,CHECKED,15:32:31,A2:HIGH,$1729.45M / $3321.49M
ETH_NGN,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,$1125.60M / $1125.60M
TRX_NGN,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,$893.22M / $893.22M
XRP_NGN,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,$101.43M / $101.43M
DASH_NGN,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,$35.74M / $35.74M
LTC_NGN,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,$115.64M / $115.64M
SOL_NGN,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,$155.45M / $155.45M
USDC_NGN,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,A2:HIGH,CHECKED,10:36:55,A2:HIGH,CHECKED,13:00:51,A2:HIGH,CHECKED,15:32:31,,$5243.70M / $5251.56M
USDT_GHS,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,$4.13M / $5.39M
