Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),ISSUES (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),ISSUES (CHECK 7),DEPTH
DOT_USDT,CHECKED,01:22:43,,CHECKED,04:48:28,,CHECKED,07:49:21,,CHECKED,11:08:17,,CHECKED,13:26:30,,CHECKED,15:49:06,,CHECKED,18:13:20,,$9.6K / $11.4K
DOGE_USDT,CHECKED,01:22:43,,CHECKED,04:48:28,A2:HIGH,CHECKED,07:49:21,,CHECKED,11:08:17,,CHECKED,13:26:30,,CHECKED,15:49:06,,CHECKED,18:13:20,,$18.5K / $25.1K
ETH_USDT,CHECKED,01:22:43,,CHECKED,04:48:28,,CHECKED,07:49:21,,CHECKED,11:08:17,,CHECKED,13:26:30,,CHECKED,15:49:06,,CHECKED,18:13:20,,$113.6K / $130.4K
FARTCOIN_USDT,CHECKED,01:22:43,,CHECKED,04:48:28,,CHECKED,07:49:21,,CHECKED,11:08:17,,CHECKED,13:26:30,,CHECKED,15:49:06,,CHECKED,18:13:20,,$23.3K / $26.1K
FLOKI_USDT,CHECKED,01:22:43,,CHECKED,04:48:28,,CHECKED,07:49:21,,CHECKED,11:08:17,,CHECKED,13:26:30,,CHECKED,15:49:06,,CHECKED,18:13:20,,$11.3K / $12.8K
HYPE_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
LINK_USDT,CHECKED,01:22:43,,CHECKED,04:48:28,,CHECKED,07:49:21,,CHECKED,11:08:17,,CHECKED,13:26:30,,CHECKED,15:49:06,,CHECKED,18:13:20,,$44.4K / $48.6K
LSK_USDT,CHECKED,01:22:43,A4:MEDIUM,CHECKED,04:48:28,,CHECKED,07:49:21,,CHECKED,11:08:17,,CHECKED,13:26:30,,CHECKED,15:49:06,,CHECKED,18:13:20,,$7.7K / $9.3K
LTC_USDT,CHECKED,01:22:43,,CHECKED,04:48:28,,CHECKED,07:49:21,,CHECKED,11:08:17,,CHECKED,13:26:30,,CHECKED,15:49:06,,CHECKED,18:13:20,,$88.7K / $88.7K
NEAR_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,01:22:43,,CHECKED,04:48:28,,CHECKED,07:49:21,,CHECKED,11:08:17,,CHECKED,13:26:30,,CHECKED,15:49:06,,CHECKED,18:13:20,,$27.2K / $33.4K
POL_USDT,CHECKED,01:22:43,,CHECKED,04:48:28,,CHECKED,07:49:21,,CHECKED,11:08:17,,CHECKED,13:26:30,,CHECKED,15:49:06,,CHECKED,18:13:20,,$111.2K / $132.8K
RENDER_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,01:22:43,,CHECKED,04:48:28,,CHECKED,07:49:21,,CHECKED,11:08:17,,CHECKED,13:26:30,,CHECKED,15:49:06,,CHECKED,18:13:20,,$50.1K / $50.1K
SLP_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SOL_USDT,CHECKED,01:22:43,,CHECKED,04:48:28,,CHECKED,07:49:21,,CHECKED,11:08:17,,CHECKED,13:26:30,,CHECKED,15:49:06,,CHECKED,18:13:20,,$15.6K / $22.4K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,01:22:43,A4:MEDIUM,CHECKED,04:48:28,,CHECKED,07:49:21,,CHECKED,11:08:17,,CHECKED,13:26:30,A4:MEDIUM,CHECKED,15:49:06,,CHECKED,18:13:20,A4:MEDIUM,$3.5K / $4.1K
TON_USDT,CHECKED,01:22:43,A4:MEDIUM,CHECKED,04:48:28,A2:HIGH|A4:MEDIUM,CHECKED,07:49:21,,CHECKED,11:08:17,A4:MEDIUM,CHECKED,13:26:30,A4:MEDIUM,CHECKED,15:49:06,A4:MEDIUM,CHECKED,18:13:20,A4:MEDIUM,$2.2K / $4.0K
TRX_USDT,CHECKED,01:22:43,,CHECKED,04:48:28,,CHECKED,07:49:21,,CHECKED,11:08:17,,CHECKED,13:26:30,,CHECKED,15:49:06,,SKIPPED,,,$761.3K / $761.3K
USDC_USDT,CHECKED,01:22:43,,CHECKED,04:48:28,,CHECKED,07:49:21,,CHECKED,11:08:17,,CHECKED,13:26:30,,CHECKED,15:49:06,,CHECKED,18:13:20,,$1.09M / $1.53M
WIF_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
XLM_USDT,CHECKED,01:22:43,,CHECKED,04:48:28,,CHECKED,07:49:21,,CHECKED,11:08:17,,CHECKED,13:26:30,,CHECKED,15:49:06,,CHECKED,18:13:20,,$111.1K / $111.1K
XRP_USDT,CHECKED,01:22:43,,CHECKED,04:48:28,,CHECKED,07:49:21,,CHECKED,11:08:17,,CHECKED,13:26:30,,CHECKED,15:49:06,,CHECKED,18:13:20,,$106.3K / $106.3K
XYO_USDT,CHECKED,01:22:43,A4:MEDIUM,CHECKED,04:48:28,A4:MEDIUM,CHECKED,07:49:21,A4:MEDIUM,CHECKED,11:08:17,A4:MEDIUM,CHECKED,13:26:30,A4:MEDIUM,CHECKED,15:49:06,A4:MEDIUM,CHECKED,18:13:20,A4:MEDIUM,$972 / $1.3K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,01:22:43,,CHECKED,04:48:28,,CHECKED,07:49:21,,CHECKED,11:08:17,,CHECKED,13:26:30,,CHECKED,15:49:06,,CHECKED,18:13:20,,$1947.60M / $1947.60M
USDT_NGN,CHECKED,01:22:43,A2:HIGH,CHECKED,04:48:28,A2:HIGH,CHECKED,07:49:21,A2:HIGH,CHECKED,11:08:17,A2:HIGH,CHECKED,13:26:30,A2:HIGH,CHECKED,15:49:06,A2:HIGH,CHECKED,18:13:20,A2:HIGH,$241.34M / $241.34M
ETH_NGN,CHECKED,01:22:43,,CHECKED,04:48:28,,CHECKED,07:49:21,,CHECKED,11:08:17,,CHECKED,13:26:30,,CHECKED,15:49:06,,CHECKED,18:13:20,,$637.40M / $738.96M
TRX_NGN,CHECKED,01:22:43,,CHECKED,04:48:28,,CHECKED,07:49:21,,CHECKED,11:08:17,,CHECKED,13:26:30,,CHECKED,15:49:06,,CHECKED,18:13:20,,$993.84M / $993.84M
XRP_NGN,CHECKED,01:22:43,,CHECKED,04:48:28,,CHECKED,07:49:21,,CHECKED,11:08:17,,CHECKED,13:26:30,,CHECKED,15:49:06,A2:HIGH,CHECKED,18:13:20,,$105.07M / $105.07M
DASH_NGN,CHECKED,01:22:43,,CHECKED,04:48:28,,CHECKED,07:49:21,,CHECKED,11:08:17,,CHECKED,13:26:30,,CHECKED,15:49:06,,CHECKED,18:13:20,,$24.19M / $24.19M
LTC_NGN,CHECKED,01:22:43,,CHECKED,04:48:28,,CHECKED,07:49:21,,CHECKED,11:08:17,,CHECKED,13:26:30,,CHECKED,15:49:06,,CHECKED,18:13:20,,$192.01M / $192.01M
SOL_NGN,CHECKED,01:22:43,,CHECKED,04:48:28,,CHECKED,07:49:21,,CHECKED,11:08:17,,CHECKED,13:26:30,,CHECKED,15:49:06,,CHECKED,18:13:20,,$246.84M / $246.84M
USDC_NGN,CHECKED,01:22:43,,CHECKED,04:48:28,,CHECKED,07:49:21,,CHECKED,11:08:17,,CHECKED,13:26:30,,CHECKED,15:49:06,A2:HIGH,CHECKED,18:13:20,,$2920.79M / $2920.79M
USDT_GHS,CHECKED,01:22:43,,CHECKED,04:48:28,,CHECKED,07:49:21,,CHECKED,11:08:17,,CHECKED,13:26:30,,CHECKED,15:49:06,,CHECKED,18:13:20,,$4.58M / $5.75M
