Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),DEPTH
SUI_USDT,CHECKED,01:23:44,A4:MEDIUM,WARNING,05:47:43,A2:HIGH|A4:MEDIUM,SKIPPED,,,CHECKED,15:45:04,A4:MEDIUM,CHECKED,18:45:59,,$5.0K / $5.6K
TON_USDT,CHECKED,01:23:44,A4:MEDIUM,CHECKED,05:47:43,A4:MEDIUM,SKIPPED,,,CHECKED,15:45:04,A4:MEDIUM,CHECKED,18:45:59,A4:MEDIUM,$1.8K / $2.9K
TRX_USDT,CHECKED,01:23:44,,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$681.6K / $681.6K
USDC_USDT,SKIPPED,,,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$590.0K / $920.3K
WIF_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
XLM_USDT,CHECKED,01:23:44,,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$106.4K / $106.4K
XRP_USDT,CHECKED,01:23:44,,CHECKED,05:47:43,,SKIPPED,,,SKIPPED,,,CHECKED,18:45:59,,$78.8K / $78.8K
XYO_USDT,CHECKED,01:23:44,A4:MEDIUM,CHECKED,05:47:43,A4:MEDIUM,SKIPPED,,,CHECKED,15:45:04,A4:MEDIUM,CHECKED,18:45:59,A4:MEDIUM,$1.5K / $2.1K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,01:23:44,,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$2236.66M / $2236.66M
USDT_NGN,CHECKED,01:23:44,A2:HIGH,CHECKED,05:47:43,A2:HIGH,SKIPPED,,,CHECKED,15:45:04,A2:HIGH,CHECKED,18:45:59,A2:HIGH,$650.39M / $771.31M
ETH_NGN,CHECKED,01:23:44,,CHECKED,05:47:43,,SKIPPED,,,SKIPPED,,,CHECKED,18:45:59,,$840.15M / $1079.95M
TRX_NGN,CHECKED,01:23:44,,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$484.17M / $484.17M
XRP_NGN,CHECKED,01:23:44,,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$141.77M / $141.77M
DASH_NGN,CHECKED,01:23:44,,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$40.47M / $40.47M
LTC_NGN,CHECKED,01:23:44,,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$138.55M / $138.55M
SOL_NGN,CHECKED,01:23:44,,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$154.65M / $154.65M
USDC_NGN,CHECKED,01:23:44,A2:HIGH,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,A2:HIGH,$3297.08M / $3297.08M
USDT_GHS,CHECKED,01:23:44,,CHECKED,05:47:43,,SKIPPED,,,CHECKED,15:45:04,,CHECKED,18:45:59,,$3.64M / $4.60M
