Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),DEPTH
FARTCOIN_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
FLOKI_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
HYPE_USDT,WARNING,02:22:34,A2:HIGH,CHECKED,07:05:25,A2:HIGH,CHECKED,12:16:13,A2:HIGH,CHECKED,15:36:29,A2:HIGH,$58.1K / $62.0K
LINK_USDT,CHECKED,02:22:34,,CHECKED,07:05:25,,CHECKED,12:16:13,,CHECKED,15:36:29,,$31.7K / $31.7K
LSK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
LTC_USDT,CHECKED,02:22:34,,CHECKED,07:05:25,,CHECKED,12:16:13,,CHECKED,15:36:29,,$108.6K / $108.6K
NEAR_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,02:22:34,,CHECKED,07:05:25,,CHECKED,12:16:13,,CHECKED,15:36:29,,$25.7K / $34.6K
POL_USDT,CHECKED,02:22:34,,SKIPPED,,,CHECKED,12:16:13,,CHECKED,15:36:29,,$141.6K / $141.6K
RENDER_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,02:22:34,,CHECKED,07:05:25,,CHECKED,12:16:13,,CHECKED,15:36:29,,$24.8K / $24.8K
SLP_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SOL_USDT,CHECKED,02:22:34,,CHECKED,07:05:25,,CHECKED,12:16:13,,CHECKED,15:36:29,,$50.1K / $65.9K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,02:22:34,A4:MEDIUM,CHECKED,07:05:25,A4:MEDIUM,CHECKED,12:16:13,A4:MEDIUM,CHECKED,15:36:29,A4:MEDIUM,$3.3K / $3.7K
TON_USDT,CHECKED,02:22:34,A4:MEDIUM,CHECKED,07:05:25,A4:MEDIUM,CHECKED,12:16:13,A4:MEDIUM,CHECKED,15:36:29,,$5.3K / $8.0K
TRX_USDT,CHECKED,02:22:34,,CHECKED,07:05:25,,CHECKED,12:16:13,,CHECKED,15:36:29,,$598.8K / $598.8K
USDC_USDT,CHECKED,02:22:34,,CHECKED,07:05:25,,SKIPPED,,,CHECKED,15:36:29,,$941.7K / $1.25M
WIF_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
XLM_USDT,CHECKED,02:22:34,,CHECKED,07:05:25,,CHECKED,12:16:13,,CHECKED,15:36:29,,$92.5K / $92.5K
XRP_USDT,CHECKED,02:22:34,,CHECKED,07:05:25,,CHECKED,12:16:13,,CHECKED,15:36:29,,$71.6K / $71.6K
XYO_USDT,CHECKED,02:22:34,A4:MEDIUM,SKIPPED,,,CHECKED,12:16:13,A4:MEDIUM,CHECKED,15:36:29,A4:MEDIUM,$1.7K / $2.2K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,02:22:34,,CHECKED,07:05:25,,CHECKED,12:16:13,,CHECKED,15:36:29,,$2035.31M / $3701.05M
USDT_NGN,CHECKED,02:22:34,A2:HIGH,CHECKED,07:05:25,A2:HIGH,CHECKED,12:16:13,A2:HIGH,CHECKED,15:36:29,A2:HIGH,$2921.84M / $3568.98M
ETH_NGN,CHECKED,02:22:34,,CHECKED,07:05:25,,CHECKED,12:16:13,,CHECKED,15:36:29,,$1476.70M / $1476.70M
TRX_NGN,CHECKED,02:22:34,,CHECKED,07:05:25,,CHECKED,12:16:13,,CHECKED,15:36:29,,$380.09M / $380.09M
XRP_NGN,CHECKED,02:22:34,,CHECKED,07:05:25,,CHECKED,12:16:13,,CHECKED,15:36:29,,$138.84M / $138.84M
DASH_NGN,CHECKED,02:22:34,,CHECKED,07:05:25,,CHECKED,12:16:13,,CHECKED,15:36:29,,$87.00M / $87.00M
LTC_NGN,CHECKED,02:22:34,,CHECKED,07:05:25,,CHECKED,12:16:13,,CHECKED,15:36:29,,$255.48M / $255.48M
SOL_NGN,CHECKED,02:22:34,,CHECKED,07:05:25,,CHECKED,12:16:13,,CHECKED,15:36:29,,$154.51M / $154.51M
USDC_NGN,CHECKED,02:22:34,A2:HIGH,CHECKED,07:05:25,A2:HIGH,CHECKED,12:16:13,A2:HIGH,CHECKED,15:36:29,A2:HIGH,$2129.42M / $2609.11M
USDT_GHS,CHECKED,02:22:34,,CHECKED,07:05:25,,CHECKED,12:16:13,,CHECKED,15:36:29,,$4.04M / $5.14M
