Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),DEPTH
HYPE_USDT,WARNING,01:31:15,A2:HIGH,WARNING,06:39:04,A2:HIGH,CHECKED,13:06:30,,WARNING,17:52:44,A2:HIGH,WARNING,20:57:55,A2:HIGH,$21.3K / $26.8K
LINK_USDT,CHECKED,01:31:15,,CHECKED,06:39:04,A2:HIGH,CHECKED,13:06:30,,CHECKED,17:52:44,,CHECKED,20:57:55,,$32.5K / $32.5K
LSK_USDT,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,,CHECKED,17:52:44,A4:MEDIUM,WARNING,20:57:55,A2:HIGH|A2:HIGH|A4:MEDIUM,$248 / $339
LTC_USDT,CHECKED,01:31:15,,CHECKED,06:39:04,A2:HIGH,CHECKED,13:06:30,,CHECKED,17:52:44,,CHECKED,20:57:55,,$81.2K / $81.2K
NEAR_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
NOS_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
PEPE_USDT,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,,CHECKED,17:52:44,,CHECKED,20:57:55,,$14.6K / $17.4K
POL_USDT,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,,CHECKED,17:52:44,,CHECKED,20:57:55,,$59.1K / $81.3K
RENDER_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
Sonic_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SHIB_USDT,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,,CHECKED,17:52:44,,CHECKED,20:57:55,,$19.3K / $20.1K
SLP_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SOL_USDT,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,,CHECKED,17:52:44,,CHECKED,20:57:55,,$64.3K / $77.1K
STRK_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
SUI_USDT,CHECKED,01:31:15,A4:MEDIUM,CHECKED,06:39:04,A4:MEDIUM,CHECKED,13:06:30,,CHECKED,17:52:44,A4:MEDIUM,CHECKED,20:57:55,A4:MEDIUM,$2.6K / $2.9K
TON_USDT,CHECKED,01:31:15,,CHECKED,06:39:04,A4:MEDIUM,CHECKED,13:06:30,A4:MEDIUM,CHECKED,17:52:44,A4:MEDIUM,CHECKED,20:57:55,A4:MEDIUM,$1.9K / $2.9K
TRX_USDT,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,,CHECKED,17:52:44,,CHECKED,20:57:55,,$510.6K / $510.6K
USDC_USDT,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,,CHECKED,17:52:44,,CHECKED,20:57:55,,$599.5K / $746.3K
WIF_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
XLM_USDT,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,,CHECKED,17:52:44,,CHECKED,20:57:55,,$67.3K / $67.3K
XRP_USDT,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,,CHECKED,17:52:44,,CHECKED,20:57:55,,$41.0K / $48.8K
XYO_USDT,CHECKED,01:31:15,A4:MEDIUM,CHECKED,06:39:04,A4:MEDIUM,CHECKED,13:06:30,A4:MEDIUM,CHECKED,17:52:44,A4:MEDIUM,CHECKED,20:57:55,A4:MEDIUM,$890 / $1.2K
ZKSync_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BTC_NGN,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,,CHECKED,17:52:44,,CHECKED,20:57:55,,$3278.27M / $3278.27M
USDT_NGN,CHECKED,01:31:15,A2:HIGH,CHECKED,06:39:04,A2:HIGH,CHECKED,13:06:30,A2:HIGH,CHECKED,17:52:44,A2:HIGH,CHECKED,20:57:55,A2:HIGH,$1208.64M / $1585.68M
ETH_NGN,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,A2:HIGH,CHECKED,17:52:44,,CHECKED,20:57:55,,$1351.62M / $1351.62M
TRX_NGN,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,,CHECKED,17:52:44,,CHECKED,20:57:55,,$306.75M / $306.75M
XRP_NGN,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,,CHECKED,17:52:44,,CHECKED,20:57:55,A2:HIGH,$18.23M / $24.48M
DASH_NGN,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,,CHECKED,17:52:44,,CHECKED,20:57:55,,$46.51M / $46.51M
LTC_NGN,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,,CHECKED,17:52:44,,CHECKED,20:57:55,,$128.78M / $128.78M
SOL_NGN,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,,CHECKED,17:52:44,,WARNING,20:57:55,A2:HIGH,$77.54M / $77.54M
USDC_NGN,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,A2:HIGH,CHECKED,17:52:44,A2:HIGH,CHECKED,20:57:55,A2:HIGH,$2933.96M / $2933.96M
USDT_GHS,CHECKED,01:31:15,,CHECKED,06:39:04,,CHECKED,13:06:30,,CHECKED,17:52:44,,CHECKED,20:57:55,,$2.02M / $2.65M
